Date,Open,High,Low,Close,Volume,Market Cap
27-06-2021,0.00565355,0.00592459,0.00555299,0.00590762,77904393.59,1020091266.93
26-06-2021,0.00557059,0.00574793,0.00531892,0.0056436,67521094.88,974502633.97
25-06-2021,0.00609236,0.00625899,0.00542626,0.00557944,87087409.57,963423177.44
24-06-2021,0.00593626,0.00619849,0.0056895,0.00609839,83767256.15,1053032161.21
23-06-2021,0.00545516,0.00619227,0.00522358,0.00589401,123281314.07,1017742046.99
22-06-2021,0.00597012,0.00634721,0.00482014,0.00544068,153693831.65,939463315.15
21-06-2021,0.00743883,0.00745885,0.00590792,0.00598097,121185300.53,1032758002.92
20-06-2021,0.00702991,0.00760967,0.00664344,0.00742703,125226271.77,1282453670.21
19-06-2021,0.00720961,0.00733205,0.00699203,0.00704762,99509231.68,1216939332.03
18-06-2021,0.00769715,0.00769715,0.00694028,0.00719879,89448669.57,1243043012.79
17-06-2021,0.00775576,0.00797473,0.00754034,0.00768552,91713296.78,1327088754.73
16-06-2021,0.00807041,0.00811439,0.00767674,0.00775562,107972396.42,1339192731.85
15-06-2021,0.0082496,0.00851893,0.00798448,0.008252,136333390.45,1424903905.75
14-06-2021,0.00820137,0.00864239,0.0079594,0.00857857,159539465.48,1481294312.07
13-06-2021,0.00736318,0.00862398,0.00728637,0.00822653,146958464.81,1420505986.13
12-06-2021,0.007527,0.00762709,0.00715245,0.00736212,81866857.64,1271245712.47
11-06-2021,0.00785366,0.00807225,0.00739632,0.00751612,99014490.31,1297836742.55
10-06-2021,0.00823702,0.00829725,0.0077573,0.00784565,111359160.09,1354739361.53
09-06-2021,0.00795549,0.00834622,0.00758227,0.00823589,145657728.63,1422123136.7
08-06-2021,0.00779635,0.00821299,0.00701868,0.00798139,161696127.56,1378177706.13
07-06-2021,0.00857105,0.00874692,0.00771698,0.00778088,128350088.36,1343555057.82
06-06-2021,0.00836127,0.00865415,0.00829247,0.00858384,110652684.7,1482204422.15
05-06-2021,0.00856825,0.00912179,0.00808563,0.00835824,163747507.96,1443249460.98
04-06-2021,0.00927735,0.00927735,0.00804286,0.00856655,193390584.86,1479218926.11
03-06-2021,0.00875807,0.00977442,0.00868229,0.00925576,258608272.51,1598228129.14
02-06-2021,0.00855163,0.00902473,0.00845229,0.00875812,165983795.4,1512297617.08
01-06-2021,0.00901276,0.00914321,0.00842666,0.00853659,155159171.44,1474045457.89
31-05-2021,0.00864146,0.00919473,0.00836999,0.00900839,172541180.18,1555513519.52
30-05-2021,0.00817734,0.00889437,0.00777714,0.0086466,162156415.54,1493042299.47
29-05-2021,0.00839086,0.00898568,0.00757195,0.00817805,176395302.13,1412136275.01
28-05-2021,0.00955017,0.00998331,0.00801054,0.00840044,232409005.75,1450536259.64
27-05-2021,0.01075768,0.01075768,0.00932887,0.00951733,224851685.75,1643393578.44
26-05-2021,0.00934101,0.01157141,0.00917104,0.01074868,461452053.9,1856016166.25
25-05-2021,0.0076902,0.01025567,0.00725891,0.00926524,431678965.87,1599865192.53
24-05-2021,0.00604144,0.00770625,0.00592104,0.00763124,176423593.88,1317716536.55
23-05-2021,0.00707509,0.00732722,0.0050148,0.0060735,162287065.11,1048735444.84
22-05-2021,0.00763874,0.00774708,0.00685638,0.00706455,133991725.03,1219863799.16
21-05-2021,0.00853341,0.00901854,0.00646424,0.0076102,192338330.49,1314082783.41
20-05-2021,0.00721514,0.00963992,0.00646046,0.00859193,233891042.55,1483601672.35
19-05-2021,0.01103548,0.01122256,0.00502107,0.00726268,296971454.97,1254075220.77
18-05-2021,0.01100311,0.01157396,0.01081813,0.01101177,163504709.67,1901610761.29
17-05-2021,0.01163283,0.01198274,0.01064306,0.01099253,287844215.61,1898287598.39
16-05-2021,0.01081301,0.01290342,0.01070944,0.01167893,449038015.78,2016821207.24
15-05-2021,0.01184284,0.0119423,0.01071147,0.01081575,220905952.67,1867759433.31
14-05-2021,0.01124154,0.01238629,0.01109625,0.01184859,288103304.17,2046119680.66
13-05-2021,0.01057532,0.01187281,0.01007301,0.01125823,344252328.38,1904490124.24
12-05-2021,0.01302788,0.0135203,0.01071625,0.01071625,270898580.06,1812805294.57
11-05-2021,0.01265331,0.01347071,0.01220373,0.01303838,299627663.59,2205627710.97
10-05-2021,0.01441892,0.01487003,0.01133656,0.01266682,380833286.46,2142771877.49
09-05-2021,0.01477745,0.01489016,0.01382237,0.01441062,291151234.15,2437761595.73
08-05-2021,0.01523926,0.01599569,0.01463497,0.01475766,342270574.23,2496467513.8
07-05-2021,0.01499803,0.01675587,0.01459981,0.01524588,753947060.07,2579056329.46
06-05-2021,0.01476853,0.01566092,0.01432806,0.01500056,509242424.1,2537558223.27
05-05-2021,0.01352483,0.01617186,0.01339148,0.01476647,594205725.72,2497957678.76
04-05-2021,0.01529082,0.01530078,0.01317279,0.01355416,510512030.58,2292877790.79
03-05-2021,0.01553117,0.01621784,0.01481265,0.01530893,377201953.27,2589723345.51
02-05-2021,0.01618889,0.01627076,0.01496464,0.01554717,303338237.69,2630024314.85
01-05-2021,0.01607094,0.01695339,0.01578331,0.01618994,417383342.5,2738758141.5
30-04-2021,0.01538157,0.01622158,0.01508256,0.01608625,350905594.72,2721217441.84
29-04-2021,0.01586108,0.01637326,0.01487005,0.01538527,341002243.26,2602637720.14
28-04-2021,0.016478,0.01729923,0.01431908,0.01585681,625519054.19,2682405181.04
27-04-2021,0.01403986,0.01756406,0.01352853,0.01645616,913512353.73,2783792323.22
26-04-2021,0.01174558,0.0143719,0.01161214,0.01406307,562483499.13,2378967807.61
25-04-2021,0.01208045,0.01313431,0.01060254,0.0116831,328361475.11,1976362189.66
24-04-2021,0.01279303,0.01524015,0.01177594,0.01202947,653193353.77,2034954895.78
23-04-2021,0.01270224,0.01374799,0.00901187,0.01264088,792997017.91,2138384884.97
22-04-2021,0.01492025,0.01542077,0.01161285,0.01274144,406000319.8,2155395870.91
21-04-2021,0.01605926,0.01705451,0.01474072,0.01500402,317689148.93,2538054233.29
20-04-2021,0.01577578,0.01789949,0.01384563,0.01611538,559419970.52,2726050636.27
19-04-2021,0.01706648,0.01848038,0.01555818,0.01584722,421672658.37,2680689403.22
18-04-2021,0.01905824,0.01923407,0.01391074,0.01707558,545518713.6,2888475857.68
17-04-2021,0.01907494,0.02158587,0.0188185,0.018929,848024823.94,3201996902.12
16-04-2021,0.01859772,0.02049334,0.01708442,0.01907259,857080249.19,3226286840.1
15-04-2021,0.01760163,0.02136618,0.01724339,0.01863968,913637652.68,3153057504.73
14-04-2021,0.01873194,0.01900518,0.01655766,0.01765436,535058251.06,2986485874.21
13-04-2021,0.01880345,0.01982756,0.01832759,0.01874265,520954789.06,3170584724.97
12-04-2021,0.01978348,0.02190099,0.01870332,0.01885751,639067787.46,3190014807.62
11-04-2021,0.01914821,0.02252946,0.0172877,0.01978462,1165190568.13,3346849682.19
10-04-2021,0.02093673,0.0216706,0.01781785,0.01917181,928504204.38,3243184701.43
09-04-2021,0.02316983,0.02352437,0.02069188,0.0209893,511444736.5,3550637696.8
08-04-2021,0.0205129,0.02472169,0.02039782,0.02320504,833961481.61,3925462072.89
07-04-2021,0.02281757,0.02378397,0.01927589,0.02047005,1154615390.84,3462800070.11
06-04-2021,0.02857245,0.02865557,0.01922211,0.02276702,1605907093.33,3851365219.44
05-04-2021,0.02771575,0.03156761,0.02592554,0.02848142,1739404600.76,4818035848.54
04-04-2021,0.02332572,0.02990256,0.0228567,0.02805281,2090593657.91,4745531945.93
03-04-2021,0.02412053,0.02809812,0.02208832,0.02342287,2033939753.52,3962310746.31
