Date,Open,High,Low,Close,Volume,Market Cap
27-06-2021,0.50993614,0.54119554,0.50322603,0.54031246,138423669.96,809204654.12
26-06-2021,0.52123957,0.53017391,0.49046417,0.50948831,164285461.4,763040540.71
25-06-2021,0.57180624,0.59023925,0.51454595,0.5224199,178364512.01,782407669.09
24-06-2021,0.55053368,0.57845741,0.52908198,0.57127553,146904059.34,855470395.46
23-06-2021,0.48332042,0.5660461,0.47084456,0.56399363,165022239.07,844565938.09
22-06-2021,0.51198736,0.53090864,0.43439239,0.48339727,223727585.66,723955358.06
21-06-2021,0.59846394,0.60103271,0.50231506,0.51177207,190896207.65,766450604.58
20-06-2021,0.60092818,0.60610472,0.56849769,0.59905494,187929673.02,897168967.93
19-06-2021,0.61262802,0.62732805,0.59658219,0.60187521,154684940.86,901392719.15
18-06-2021,0.65917452,0.65917452,0.59845583,0.61202882,202069614.48,916599179.53
17-06-2021,0.65774367,0.68838501,0.64775942,0.6586397,180989529.15,986405525.05
16-06-2021,0.69084684,0.69084684,0.65382251,0.65792099,193760863.79,985219742.23
15-06-2021,0.70682887,0.72291934,0.66697727,0.71344402,168083994.68,1068364055.69
14-06-2021,0.64629827,0.67544181,0.63717821,0.65545485,113372942.02,981526765.06
13-06-2021,0.61906674,0.65619418,0.60242982,0.64628349,116819006.2,967792896.26
12-06-2021,0.64819533,0.64826768,0.59871347,0.618314,204259822.34,925909298.41
11-06-2021,0.66511902,0.71621201,0.6424567,0.64764382,235080907.37,969829949.91
10-06-2021,0.70237975,0.70707644,0.64984301,0.66492271,184662345.53,995066717.31
09-06-2021,0.67093753,0.70135006,0.63998987,0.70135006,207647582.45,1049580799.59
08-06-2021,0.70105669,0.71244139,0.61623648,0.67240696,243396902.55,1006267020.46
07-06-2021,0.76231949,0.79062593,0.69825013,0.70033761,229751321.44,1048065651.4
06-06-2021,0.75168253,0.76960037,0.7446487,0.76223303,185499002.07,1140693070.47
05-06-2021,0.7626339,0.81808427,0.72545352,0.75095797,244298465.67,1123819761.94
04-06-2021,0.83022733,0.83039139,0.73055789,0.76174631,270359039.26,1139583807.09
