Date,Open,High,Low,Close,Volume,Market Cap
27-06-2021,6e-08,6e-08,6e-08,6e-08,2040281.62,29268819.95
26-06-2021,5e-08,6e-08,5e-08,6e-08,2813991.67,28797649.5
25-06-2021,6e-08,7e-08,5e-08,5e-08,3078821.04,26550801.96
24-06-2021,6e-08,6e-08,5e-08,6e-08,2639851.88,29387230.88
23-06-2021,5e-08,7e-08,5e-08,6e-08,3027448.35,28434938.43
22-06-2021,6e-08,6e-08,4e-08,5e-08,3612932.28,24961721.52
21-06-2021,7e-08,7e-08,6e-08,6e-08,3155730.16,28631140.98
20-06-2021,7e-08,7e-08,6e-08,7e-08,1404550.94,34451548.73
19-06-2021,8e-08,8e-08,7e-08,7e-08,2632405.26,33705025.77
18-06-2021,9e-08,9e-08,8e-08,8e-08,2219913.23,39702380.48
17-06-2021,9e-08,9e-08,9e-08,9e-08,1569724.55,43022273.23
16-06-2021,1e-07,1e-07,9e-08,9e-08,1817645.43,43574346.37
15-06-2021,1e-07,1e-07,9e-08,1e-07,1953202.79,48774879.88
14-06-2021,1e-07,1e-07,1e-07,1e-07,3520797.19,49181214.24
13-06-2021,1e-07,1e-07,9e-08,1e-07,3394663.71,47277208.72
12-06-2021,1e-07,1e-07,9e-08,1e-07,3348951.31,47284477.65
11-06-2021,1e-07,1e-07,9e-08,1e-07,4500368.71,48833746.97
10-06-2021,1.1e-07,1.1e-07,9e-08,1e-07,1905421.47,47117282.64
09-06-2021,9e-08,1.1e-07,9e-08,1.1e-07,5218894.03,52608704.6
08-06-2021,1e-07,1.1e-07,8e-08,9e-08,5622724.3,45162910.73
07-06-2021,1.3e-07,1.3e-07,1e-07,1e-07,4011380.91,49449726.28
06-06-2021,1.2e-07,1.3e-07,1.2e-07,1.3e-07,4000762.69,62136458.76
05-06-2021,1.3e-07,1.4e-07,1.2e-07,1.2e-07,4536566.8,60630316.11
04-06-2021,1.4e-07,1.5e-07,1.2e-07,1.3e-07,6212760.77,64885509.65
03-06-2021,1.5e-07,1.7e-07,1.4e-07,1.4e-07,7724459.16,70524384.16
02-06-2021,1.4e-07,1.6e-07,1.3e-07,1.5e-07,10248585.85,73047991.27
01-06-2021,1.6e-07,1.6e-07,1.3e-07,1.4e-07,8855594.76,67276630.5
31-05-2021,1.7e-07,1.7e-07,1.5e-07,1.6e-07,8809745.87,75580644.36
