Date,Open,High,Low,Close,Volume,Market Cap
27-06-2021,0.0405895,0.04510098,0.03500874,0.040648,646611.61,54884170.81
26-06-2021,0.04119904,0.04523234,0.03887968,0.04057697,657755.13,54788266.26
25-06-2021,0.04585752,0.04746598,0.03930109,0.04122,707905.04,55656505.94
24-06-2021,0.04669693,0.05127593,0.03886225,0.04586313,638791.48,61925803.74
23-06-2021,0.0384632,0.04762722,0.03665786,0.0424999,996353.23,57384667.16
22-06-2021,0.04628716,0.05072553,0.03079178,0.03844212,1040263.47,51905726.84
21-06-2021,0.06176603,0.06252716,0.04282819,0.04626292,909396.72,62465607.38
20-06-2021,0.06438415,0.06790439,0.05314886,0.0617793,1207670.57,83416306.6
19-06-2021,0.0556224,0.06956577,0.04784392,0.06436125,1365362.36,86902527.74
18-06-2021,0.0678748,0.07147877,0.05103711,0.05562979,1404548.84,75113048.57
17-06-2021,0.07169685,0.07277182,0.06754087,0.06785922,1575714.88,91625591.57
16-06-2021,0.0743164,0.07749886,0.06605406,0.07170421,1497251.31,96817217.6
15-06-2021,0.07484412,0.08420272,0.07099384,0.07955873,911476.37,107422632.72
14-06-2021,0.08091705,0.09445967,0.07000339,0.071897,808039.54,97077537.45
13-06-2021,0.0718093,0.08256846,0.06904146,0.08091524,819307.91,109254241.69
12-06-2021,0.08928984,0.08936757,0.07050083,0.07178957,786115.1,96965791.95
11-06-2021,0.0847107,0.09407269,0.08012221,0.0892717,887436.42,125931967.26
10-06-2021,0.1032665,0.12809552,0.08023611,0.08469678,1065787.03,119478314.17
09-06-2021,0.0776523,0.10326571,0.07158155,0.10326356,696219.91,145669711.61
08-06-2021,0.0960656,0.09783291,0.0706663,0.0776532,653179.72,109542219.8
07-06-2021,0.11444649,0.12962163,0.09269851,0.09600669,942401.7,135432738.99
06-06-2021,0.14643205,0.17388454,0.09413753,0.11442588,6496875.59,161415936.38
05-06-2021,0.06680319,0.28501607,0.0596758,0.1465621,28037497.53,206749202.54
04-06-2021,0.03872206,0.09474501,0.03796702,0.06667244,5300606.5,94052103.07
