iter	Passed	Remaining
1685	6270	30920
1686	6273	30913
1687	6276	30905
1688	6281	30910
1689	6285	30904
1690	6288	30897
1691	6291	30891
1692	6296	30896
1693	6300	30890
1694	6303	30883
1695	6306	30875
1696	6310	30878
1697	6315	30876
1698	6318	30872
1699	6322	30869
1700	6326	30866
1701	6329	30861
1702	6333	30857
1703	6337	30855
1704	6343	30860
1705	6347	30857
1706	6350	30851
1707	6355	30856
1708	6359	30850
1709	6362	30843
1710	6365	30838
1711	6370	30838
1712	6373	30832
1713	6376	30824
1714	6380	30821
1715	6383	30816
1716	6386	30809
1717	6389	30802
1718	6392	30795
1719	6396	30791
1720	6399	30783
1721	6402	30776
1722	6405	30768
1723	6408	30763
1724	6411	30757
1725	6414	30750
1726	6417	30742
1727	6420	30737
1728	6440	30807
1729	6443	30801
1730	6446	30793
1731	6449	30786
1732	6452	30779
1733	6456	30776
1734	6459	30769
1735	6462	30762
1736	6465	30756
1737	6468	30750
1738	6472	30747
1739	6476	30742
1740	6479	30737
1741	6483	30732
1742	6486	30728
1743	6490	30723
1744	6493	30720
1745	6497	30716
1746	6501	30711
1747	6504	30705
1748	6507	30699
1749	6510	30692
1750	6514	30688
1751	6517	30682
1752	6520	30675
1753	6523	30668
1754	6527	30665
1755	6530	30659
1756	6533	30652
1757	6536	30646
1758	6540	30640
1759	6543	30634
1760	6546	30627
1761	6549	30621
1762	6552	30614
1763	6556	30609
1764	6559	30604
1765	6562	30596
1766	6565	30590
1767	6568	30584
1768	6572	30580
1769	6575	30573
1770	6578	30568
1771	6581	30562
1772	6585	30557
1773	6588	30551
1774	6591	30544
1775	6594	30538
1776	6597	30531
1777	6601	30526
1778	6604	30520
1779	6607	30514
1780	6610	30508
1781	6614	30505
1782	6618	30500
1783	6621	30494
1784	6624	30487
1785	6627	30480
1786	6631	30476
1787	6635	30473
1788	6638	30468
1789	6641	30462
1790	6645	30460
1791	6649	30455
1792	6652	30450
1793	6656	30445
1794	6659	30442
1795	6663	30438
1796	6666	30432
1797	6670	30428
1798	6674	30425
1799	6677	30421
1800	6681	30415
1801	6684	30410
1802	6687	30405
1803	6691	30399
1804	6694	30395
1805	6698	30389
1806	6701	30385
1807	6704	30379
1808	6708	30374
1809	6711	30367
1810	6714	30360
1811	6717	30354
1812	6720	30347
1813	6723	30340
1814	6726	30333
1815	6729	30328
1816	6732	30322
1817	6735	30315
1818	6738	30308
1819	6741	30300
1820	6745	30295
1821	6748	30288
1822	6750	30280
1823	6753	30273
1824	6756	30266
1825	6759	30260
1826	6762	30253
1827	6765	30246
1828	6768	30238
1829	6771	30231
1830	6774	30224
1831	6777	30217
1832	6780	30209
1833	6783	30202
1834	6785	30194
1835	6789	30188
1836	6792	30181
1837	6794	30173
1838	6797	30166
1839	6800	30159
1840	6804	30155
1841	6807	30151
1842	6810	30144
1843	6814	30138
1844	6817	30132
1845	6820	30127
1846	6824	30122
1847	6827	30117
1848	6831	30114
1849	6834	30109
1850	6837	30102
1851	6840	30095
1852	6843	30089
1853	6846	30082
1854	6850	30077
1855	6853	30071
1856	6856	30066
1857	6859	30060
1858	6863	30055
1859	6866	30049
1860	6869	30043
1861	6872	30037
1862	6875	30031
1863	6879	30026
1864	6882	30020
1865	6885	30014
1866	6888	30008
1867	6892	30003
1868	6895	29997
1869	6898	29991
1870	6901	29985
1871	6905	29982
1872	6908	29976
1873	6913	29976
1874	6916	29970
1875	6920	29967
1876	6923	29963
1877	6927	29958
1878	6930	29953
1879	6933	29947
1880	6937	29943
1881	6940	29937
1882	6943	29932
1883	6946	29925
1884	6950	29923
1885	6953	29917
1886	6957	29912
1887	6961	29910
1888	6965	29909
1889	6969	29905
1890	6972	29899
1891	6976	29896
1892	6996	29964
1893	7000	29959
1894	7003	29953
1895	7006	29947
1896	7010	29944
1897	7013	29938
1898	7016	29933
1899	7020	29928
1900	7023	29924
1901	7027	29919
1902	7030	29914
1903	7033	29909
1904	7037	29903
1905	7040	29899
1906	7044	29894
1907	7047	29887
1908	7050	29882
1909	7054	29878
1910	7057	29874
1911	7060	29867
1912	7063	29861
1913	7067	29857
1914	7070	29851
1915	7073	29845
1916	7076	29839
1917	7079	29833
1918	7083	29828
1919	7086	29822
1920	7089	29816
1921	7092	29810
1922	7096	29804
1923	7099	29799
1924	7102	29794
1925	7106	29789
1926	7109	29783
1927	7112	29780
1928	7116	29774
1929	7119	29769
1930	7122	29763
1931	7127	29763
1932	7130	29758
1933	7133	29752
1934	7137	29747
1935	7140	29743
1936	7144	29737
1937	7147	29734
1938	7151	29730
1939	7155	29726
1940	7159	29726
1941	7162	29721
1942	7165	29714
1943	7169	29710
1944	7172	29704
1945	7175	29699
1946	7179	29693
1947	7182	29687
1948	7185	29682
1949	7188	29676
1950	7191	29669
1951	7194	29664
1952	7198	29658
1953	7201	29652
1954	7204	29646
1955	7207	29640
1956	7210	29634
1957	7213	29629
1958	7216	29622
1959	7220	29617
1960	7223	29611
1961	7226	29606
1962	7230	29602
1963	7233	29596
1964	7236	29592
1965	7240	29586
1966	7243	29581
1967	7246	29576
1968	7250	29571
1969	7253	29565
1970	7256	29560
1971	7261	29562
1972	7265	29557
1973	7268	29552
1974	7273	29554
1975	7277	29550
1976	7280	29544
1977	7283	29538
1978	7288	29541
1979	7293	29541
1980	7297	29537
1981	7300	29534
1982	7306	29537
1983	7309	29532
1984	7313	29529
1985	7319	29535
1986	7323	29532
1987	7327	29529
1988	7332	29532
1989	7336	29531
1990	7340	29526
1991	7343	29521
1992	7347	29520
1993	7351	29515
1994	7354	29511
1995	7358	29506
1996	7363	29509
1997	7367	29505
1998	7371	29503
1999	7377	29508
2000	7381	29507
2001	7384	29502
2002	7388	29500
2003	7392	29498
2004	7396	29493
2005	7400	29489
2006	7404	29488
2007	7408	29484
2008	7411	29480
2009	7415	29476
2010	7418	29472
2011	7422	29468
2012	7425	29462
2013	7429	29459
2014	7432	29454
2015	7436	29450
2016	7439	29445
2017	7442	29439
2018	7446	29435
2019	7450	29431
2020	7453	29427
2021	7457	29425
2022	7461	29423
2023	7465	29419
2024	7468	29414
2025	7472	29410
2026	7476	29407
2027	7480	29403
2028	7483	29401
2029	7488	29398
2030	7492	29397
2031	7495	29393
2032	7499	29388
2033	7502	29383
2034	7506	29381
2035	7510	29377
2036	7513	29373
2037	7517	29368
2038	7520	29364
2039	7524	29360
2040	7528	29356
2041	7533	29357
2042	7536	29354
2043	7540	29349
2044	7543	29344
2045	7546	29339
2046	7550	29336
2047	7554	29331
2048	7558	29329
2049	7561	29324
2050	7564	29319
2051	7568	29314
2052	7571	29309
2053	7574	29303
2054	7577	29297
2055	7581	29293
2056	7584	29287
2057	7587	29281
2058	7590	29276
2059	7594	29272
2060	7597	29266
2061	7600	29261
2062	7604	29256
2063	7607	29250
2064	7611	29246
2065	7614	29241
2066	7617	29236
2067	7621	29234
2068	7625	29230
2069	7628	29225
2070	7632	29221
2071	7636	29218
2072	7639	29214
2073	7643	29212
2074	7647	29206
2075	7650	29200
2076	7654	29198
2077	7657	29193
2078	7661	29188
2079	7664	29183
2080	7667	29178
2081	7671	29173
2082	7674	29168
2083	7677	29162
2084	7680	29157
2085	7684	29153
2086	7687	29148
2087	7690	29142
2088	7694	29139
2089	7698	29136
2090	7701	29131
2091	7705	29126
2092	7708	29121
2093	7712	29119
2094	7715	29113
2095	7719	29108
2096	7722	29103
2097	7725	29099
2098	7729	29095
2099	7732	29089
2100	7736	29084
2101	7739	29079
2102	7742	29075
2103	7746	29069
2104	7749	29064
2105	7752	29059
2106	7756	29056
2107	7759	29052
2108	7763	29047
2109	7766	29042
2110	7770	29037
2111	7773	29033
2112	7776	29027
2113	7780	29022
2114	7783	29018
2115	7787	29017
2116	7791	29013
2117	7795	29009
2118	7798	29005
2119	7802	29001
2120	7806	28998
2121	7810	28995
2122	7813	28992
2123	7817	28989
2124	7821	28983
2125	7824	28979
2126	7827	28973
2127	7831	28970
2128	7834	28965
2129	7838	28960
2130	7841	28956
2131	7845	28954
2132	7849	28952
2133	7853	28948
2134	7857	28945
2135	7862	28947
2136	7866	28944
2137	7869	28939
2138	7874	28940
2139	7879	28939
2140	7882	28934
2141	7885	28929
2142	7891	28931
2143	7894	28927
2144	7897	28922
2145	7902	28920
2146	7907	28922
2147	7910	28917
2148	7914	28913
2149	7919	28914
2150	7922	28910
2151	7926	28905
2152	7929	28899
2153	7934	28902
2154	7938	28900
2155	7942	28895
2156	7946	28894
2157	7951	28893
2158	7954	28889
2159	7957	28884
2160	7962	28883
2161	7965	28878
2162	7969	28873
2163	7972	28870
2164	7977	28869
2165	7981	28866
2166	7984	28863
2167	7988	28858
2168	7994	28862
2169	7998	28859
2170	8001	28853
2171	8005	28852
2172	8009	28849
2173	8012	28844
2174	8016	28839
2175	8020	28837
2176	8023	28833
2177	8027	28828
2178	8030	28823
2179	8034	28821
2180	8037	28816
2181	8041	28811
2182	8044	28805
2183	8048	28802
2184	8051	28796
2185	8054	28792
2186	8058	28787
2187	8061	28782
2188	8064	28778
2189	8068	28773
2190	8071	28769
2191	8075	28764
2192	8079	28761
2193	8082	28755
2194	8085	28751
2195	8088	28746
2196	8092	28741
2197	8095	28736
2198	8099	28731
2199	8102	28726
2200	8105	28721
2201	8109	28719
2202	8113	28716
2203	8117	28714
2204	8121	28711
2205	8125	28706
2206	8129	28704
2207	8132	28701
2208	8136	28698
2209	8140	28696
2210	8144	28693
2211	8148	28689
2212	8152	28687
2213	8156	28682
2214	8159	28677
2215	8162	28672
2216	8166	28670
2217	8170	28665
2218	8173	28661
2219	8176	28656
2220	8180	28652
2221	8184	28648
2222	8187	28643
2223	8190	28638
2224	8194	28633
2225	8198	28631
2226	8201	28626
2227	8205	28622
2228	8208	28616
2229	8211	28613
2230	8215	28608
2231	8218	28604
2232	8222	28599
2233	8225	28595
2234	8229	28590
2235	8232	28586
2236	8236	28582
2237	8239	28577
2238	8243	28574
2239	8246	28569
2240	8250	28564
2241	8253	28560
2242	8257	28556
2243	8261	28552
2244	8264	28548
2245	8268	28544
2246	8271	28541
2247	8275	28536
2248	8278	28532
2249	8282	28529
2250	8286	28526
2251	8290	28522
2252	8293	28518
2253	8297	28516
2254	8301	28512
2255	8306	28512
2256	8310	28510
2257	8315	28509
2258	8318	28506
2259	8322	28502
2260	8325	28496
2261	8329	28494
2262	8332	28489
2263	8336	28484
2264	8339	28478
2265	8343	28475
2266	8347	28473
2267	8350	28469
2268	8355	28467
2269	8359	28467
2270	8364	28466
2271	8369	28469
2272	8375	28473
2273	8380	28473
2274	8384	28470
2275	8388	28467
2276	8392	28463
2277	8395	28458
2278	8398	28454
2279	8402	28451
2280	8406	28446
2281	8409	28441
2282	8412	28437
2283	8416	28434
2284	8420	28430
2285	8423	28425
2286	8426	28420
2287	8430	28416
2288	8434	28411
2289	8437	28406
2290	8440	28402
2291	8446	28404
2292	8449	28400
2293	8453	28396
2294	8456	28391
2295	8460	28388
2296	8465	28388
2297	8468	28384
2298	8472	28380
2299	8476	28378
2300	8480	28375
2301	8484	28371
2302	8487	28367
2303	8491	28364
2304	8495	28360
2305	8498	28354
2306	8501	28349
2307	8505	28346
2308	8508	28340
2309	8511	28334
2310	8514	28328
2311	8517	28324
2312	8521	28320
2313	8524	28315
2314	8527	28309
2315	8530	28303
2316	8534	28299
2317	8537	28294
2318	8541	28289
2319	8543	28283
2320	8547	28280
2321	8551	28276
2322	8554	28270
2323	8557	28264
2324	8560	28259
2325	8564	28255
2326	8567	28250
2327	8570	28244
2328	8573	28238
2329	8576	28233
2330	8580	28228
2331	8583	28222
2332	8586	28216
2333	8589	28210
2334	8592	28207
2335	8596	28202
2336	8599	28196
2337	8602	28190
2338	8605	28186
2339	8609	28183
2340	8613	28179
2341	8616	28173
2342	8619	28170
2343	8623	28166
2344	8627	28162
2345	8630	28157
2346	8634	28154
2347	8637	28149
2348	8649	28172
2349	8652	28168
2350	8655	28162
2351	8659	28156
2352	8661	28150
2353	8665	28146
2354	8668	28140
2355	8671	28134
2356	8674	28127
2357	8677	28121
2358	8680	28116
2359	8683	28111
2360	8686	28105
2361	8689	28099
2362	8692	28094
2363	8695	28088
2364	8698	28082
2365	8702	28077
2366	8705	28073
2367	8709	28069
2368	8712	28064
2369	8715	28059
2370	8718	28053
2371	8722	28051
2372	8727	28049
2373	8730	28045
2374	8734	28043
2375	8738	28039
2376	8742	28036
2377	8746	28032
2378	8749	28028
2379	8753	28025
2380	8757	28023
2381	8760	28018
2382	8763	28012
2383	8768	28013
2384	8772	28009
2385	8777	28011
2386	8782	28009
2387	8785	28005
2388	8788	27999
2389	8792	27994
2390	8797	27995
2391	8800	27990
2392	8804	27986
2393	8807	27982
2394	8811	27980
2395	8815	27977
2396	8818	27971
2397	8821	27965
2398	8825	27962
2399	8829	27959
2400	8832	27954
2401	8835	27948
2402	8838	27943
2403	8842	27938
2404	8845	27933
2405	8848	27927
2406	8851	27921
2407	8854	27917
2408	8858	27913
2409	8861	27907
2410	8864	27901
2411	8867	27895
2412	8870	27891
2413	8873	27886
2414	8876	27880
2415	8879	27874
2416	8883	27869
2417	8887	27866
2418	8890	27862
2419	8893	27857
2420	8897	27853
2421	8901	27851
2422	8906	27850
2423	8909	27845
2424	8913	27842
2425	8916	27836
2426	8919	27831
2427	8922	27825
2428	8926	27821
2429	8929	27816
2430	8932	27811
2431	8936	27807
2432	8939	27803
2433	8943	27799
2434	8946	27795
2435	8950	27792
2436	8954	27788
2437	8958	27786
2438	8962	27784
2439	8966	27782
2440	8977	27801
2441	8983	27804
2442	8990	27811
2443	8995	27809
2444	9000	27810
2445	9004	27808
2446	9010	27812
2447	9015	27810
2448	9020	27812
2449	9024	27809
2450	9029	27811
2451	9034	27811
2452	9040	27814
2453	9045	27813
2454	9049	27812
2455	9053	27810
2456	9058	27811
2457	9062	27807
2458	9066	27803
2459	9069	27798
2460	9074	27797
2461	9077	27793
2462	9080	27788
2463	9083	27782
2464	9087	27778
2465	9090	27773
2466	9093	27767
2467	9096	27761
2468	9099	27756
2469	9103	27753
2470	9106	27748
2471	9109	27742
2472	9113	27737
2473	9116	27731
2474	9119	27726
2475	9122	27720
2476	9125	27714
2477	9128	27709
2478	9131	27703
2479	9134	27698
2480	9137	27692
2481	9140	27687
2482	9143	27682
2483	9147	27676
2484	9150	27671
2485	9153	27665
2486	9156	27660
2487	9159	27655
2488	9162	27649
2489	9165	27643
2490	9168	27637
2491	9171	27631
2492	9174	27625
2493	9177	27619
2494	9179	27613
2495	9182	27607
2496	9185	27601
2497	9188	27595
2498	9191	27589
2499	9194	27583
2500	9197	27577
2501	9200	27572
2502	9203	27566
2503	9206	27560
2504	9209	27554
2505	9212	27548
2506	9215	27543
2507	9218	27537
2508	9221	27532
2509	9224	27527
2510	9227	27521
2511	9230	27516
2512	9233	27510
2513	9236	27504
2514	9240	27499
2515	9243	27494
2516	9246	27488
2517	9249	27482
2518	9252	27477
2519	9255	27472
2520	9258	27467
2521	9261	27461
2522	9264	27455
2523	9267	27450
2524	9271	27446
2525	9274	27442
2526	9277	27437
2527	9280	27431
2528	9283	27425
2529	9286	27419
2530	9289	27413
2531	9292	27407
2532	9295	27402
2533	9298	27396
2534	9301	27390
2535	9304	27384
2536	9307	27378
2537	9310	27372
2538	9313	27367
2539	9316	27361
2540	9319	27355
2541	9321	27349
2542	9324	27343
2543	9327	27337
2544	9330	27332
2545	9333	27326
2546	9336	27320
2547	9339	27315
2548	9342	27309
2549	9346	27305
2550	9349	27299
2551	9352	27293
2552	9355	27288
2553	9358	27282
2554	9361	27277
2555	9363	27271
2556	9367	27266
2557	9370	27260
2558	9373	27255
2559	9376	27249
2560	9379	27244
2561	9382	27238
2562	9385	27233
2563	9388	27227
2564	9391	27222
2565	9395	27218
2566	9398	27214
2567	9401	27209
2568	9404	27203
2569	9407	27198
2570	9411	27193
2571	9414	27188
2572	9417	27184
2573	9420	27179
2574	9424	27175
2575	9427	27170
2576	9430	27165
2577	9434	27160
2578	9437	27156
2579	9441	27154
2580	9445	27149
2581	9448	27145
2582	9451	27140
2583	9454	27135
2584	9458	27130
2585	9461	27124
2586	9464	27119
2587	9467	27115
2588	9470	27110
2589	9474	27107
2590	9479	27107
2591	9484	27106
2592	9487	27101
2593	9491	27097
2594	9494	27094
2595	9499	27092
2596	9503	27090
2597	9506	27085
2598	9510	27083
2599	9515	27081
2600	9520	27081
2601	9524	27078
2602	9529	27080
2603	9534	27079
2604	9537	27075
2605	9542	27074
2606	9546	27070
2607	9549	27067
2608	9553	27064
2609	9558	27064
2610	9561	27059
2611	9565	27054
2612	9569	27051
2613	9572	27048
2614	9575	27043
2615	9579	27038
2616	9583	27035
2617	9587	27035
2618	9591	27031
2619	9595	27027
2620	9601	27032
2621	9607	27032
2622	9610	27029
2623	9615	27028
2624	9619	27025
2625	9622	27020
2626	9626	27018
2627	9631	27018
2628	9635	27015
2629	9639	27012
2630	9643	27009
2631	9646	27005
2632	9650	27001
2633	9654	26997
2634	9664	27012
2635	9667	27008
2636	9672	27006
2637	9676	27003
2638	9679	26999
2639	9683	26995
2640	9686	26992
2641	9690	26988
2642	9693	26983
2643	9697	26979
2644	9701	26976
2645	9704	26972
2646	9708	26969
2647	9712	26965
2648	9716	26962
2649	9719	26958
2650	9722	26953
2651	9726	26949
2652	9729	26945
2653	9733	26941
2654	9736	26936
2655	9740	26932
2656	9743	26927
2657	9746	26922
2658	9749	26917
2659	9753	26912
2660	9756	26908
2661	9759	26903
2662	9764	26901
2663	9767	26897
2664	9770	26892
2665	9774	26888
2666	9777	26884
2667	9780	26879
2668	9784	26874
2669	9787	26869
2670	9790	26865
2671	9794	26860
2672	9797	26856
2673	9800	26851
2674	9804	26847
2675	9807	26842
2676	9810	26837
2677	9814	26833
2678	9817	26829
2679	9821	26826
2680	9825	26822
2681	9828	26818
2682	9832	26814
2683	9835	26809
2684	9838	26804
2685	9842	26800
2686	9845	26796
2687	9849	26792
2688	9852	26787
2689	9855	26782
2690	9859	26778
2691	9862	26773
2692	9865	26768
2693	9869	26764
2694	9872	26760
2695	9875	26755
2696	9879	26751
2697	9882	26746
2698	9885	26742
2699	9888	26736
2700	9892	26732
2701	9895	26727
2702	9899	26723
2703	9902	26719
2704	9906	26715
2705	9909	26711
2706	9912	26706
2707	9916	26702
2708	9919	26698
2709	9923	26694
2710	9926	26690
2711	9930	26686
2712	9934	26684
2713	9938	26681
2714	9942	26677
2715	9945	26673
2716	9948	26668
2717	9953	26666
2718	9956	26660
2719	9959	26656
2720	9962	26651
2721	9966	26648
2722	9970	26645
2723	9973	26639
2724	9976	26634
2725	9980	26632
2726	9984	26628
2727	9987	26624
2728	9990	26619
2729	9995	26617
2730	9998	26613
2731	10001	26607
2732	10004	26601
2733	10008	26597
2734	10011	26592
2735	10014	26587
2736	10016	26581
2737	10019	26575
2738	10023	26572
2739	10026	26567
2740	10029	26562
2741	10032	26555
2742	10035	26549
2743	10039	26546
2744	10042	26541
2745	10045	26536
2746	10048	26530
2747	10052	26527
2748	10056	26524
2749	10058	26518
2750	10061	26512
2751	10064	26507
2752	10069	26506
2753	10072	26501
2754	10075	26496
2755	10078	26489
2756	10082	26487
2757	10086	26483
2758	10088	26478
2759	10091	26472
2760	10094	26467
2761	10099	26467
2762	10103	26462
2763	10106	26457
2764	10109	26452
2765	10113	26450
2766	10116	26445
2767	10119	26439
2768	10122	26433
2769	10127	26432
2770	10130	26428
2771	10133	26422
2772	10136	26416
2773	10140	26415
2774	10144	26411
2775	10147	26405
2776	10149	26399
2777	10152	26394
2778	10156	26391
2779	10159	26386
2780	10162	26380
2781	10165	26375
2782	10169	26373
2783	10173	26369
2784	10177	26365
2785	10180	26360
2786	10184	26357
2787	10187	26354
2788	10190	26348
2789	10193	26342
2790	10196	26338
2791	10201	26337
2792	10204	26331
2793	10207	26326
2794	10210	26320
2795	10214	26317
2796	10217	26313
2797	10220	26308
2798	10223	26302
2799	10228	26301
2800	10231	26297
2801	10234	26291
2802	10237	26286
2803	10240	26281
2804	10244	26277
2805	10247	26272
2806	10251	26269
2807	10254	26265
2808	10259	26264
2809	10262	26260
2810	10265	26254
2811	10269	26249
2812	10274	26250
2813	10277	26246
2814	10280	26241
2815	10283	26235
2816	10288	26233
2817	10291	26228
2818	10294	26223
2819	10297	26217
2820	10301	26214
2821	10304	26211
2822	10308	26207
2823	10311	26202
2824	10315	26199
2825	10319	26196
2826	10322	26191
2827	10325	26186
2828	10328	26180
2829	10332	26178
2830	10335	26173
2831	10338	26168
2832	10341	26162
2833	10346	26160
2834	10349	26157
2835	10353	26153
2836	10356	26148
2837	10360	26145
2838	10364	26141
2839	10367	26136
2840	10369	26130
2841	10372	26125
2842	10377	26123
2843	10380	26118
2844	10383	26113
2845	10386	26108
2846	10390	26106
2847	10394	26102
2848	10397	26097
2849	10400	26091
2850	10403	26086
2851	10407	26084
2852	10410	26078
2853	10413	26073
2854	10415	26067
2855	10420	26065
2856	10424	26062
2857	10427	26058
2858	10430	26052
2859	10434	26049
2860	10438	26046
2861	10441	26042
2862	10444	26036
2863	10447	26031
2864	10451	26028
2865	10454	26024
2866	10457	26018
2867	10460	26013
2868	10464	26010
2869	10468	26006
2870	10471	26000
2871	10473	25995
2872	10476	25989
2873	10481	25988
2874	10483	25981
2875	10486	25976
2876	10488	25968
2877	10492	25964
2878	10495	25960
2879	10498	25955
2880	10501	25950
2881	10504	25944
2882	10508	25941
2883	10512	25938
2884	10515	25932
2885	10517	25926
2886	10520	25920
2887	10524	25918
2888	10528	25913
2889	10530	25908
2890	10533	25902
2891	10537	25898
2892	10541	25896
2893	10544	25891
2894	10547	25886
2895	10550	25880
2896	10554	25878
2897	10557	25873
2898	10560	25868
2899	10563	25862
2900	10567	25858
2901	10570	25855
2902	10573	25848
2903	10575	25842
2904	10578	25836
2905	10583	25835
2906	10587	25833
2907	10590	25828
2908	10593	25823
2909	10597	25821
2910	10601	25817
2911	10604	25812
2912	10607	25806
2913	10610	25801
2914	10614	25798
2915	10617	25794
2916	10620	25788
2917	10623	25783
2918	10626	25779
2919	10630	25776
2920	10633	25770
2921	10636	25765
2922	10639	25759
2923	10643	25756
2924	10646	25752
2925	10649	25747
2926	10652	25742
2927	10655	25737
2928	10660	25734
2929	10663	25729
2930	10665	25724
2931	10668	25718
2932	10673	25716
2933	10676	25711
2934	10678	25705
2935	10681	25700
2936	10685	25697
2937	10689	25693
2938	10692	25688
2939	10695	25683
2940	10698	25677
2941	10702	25674
2942	10705	25670
2943	10708	25664
2944	10711	25659
2945	10714	25655
2946	10718	25652
2947	10721	25647
2948	10724	25641
2949	10727	25636
2950	10731	25634
2951	10734	25630
2952	10737	25624
2953	10740	25619
2954	10743	25614
2955	10747	25610
2956	10750	25605
2957	10753	25600
2958	10756	25594
2959	10760	25591
2960	10764	25589
2961	10767	25585
2962	10770	25579
2963	10775	25578
2964	10779	25575
2965	10782	25570
2966	10785	25565
2967	10790	25565
2968	10794	25562
2969	10797	25558
2970	10800	25553
2971	10805	25552
2972	10809	25548
2973	10812	25544
2974	10815	25539
2975	10820	25538
2976	10823	25534
2977	10826	25529
2978	10829	25524
2979	10834	25522
2980	10838	25520
2981	10842	25516
2982	10845	25511
2983	10852	25517
2984	10856	25513
2985	10859	25508
2986	10863	25505
2987	10866	25501
2988	10869	25496
2989	10873	25491
2990	10877	25488
2991	10880	25485
2992	10884	25481
2993	10887	25476
2994	10890	25472
2995	10895	25470
2996	10898	25466
2997	10901	25461
2998	10904	25456
2999	10908	25453
3000	10912	25449
3001	10915	25444
3002	10918	25439
3003	10922	25437
3004	10926	25434
3005	10929	25429
3006	10932	25424
3007	10936	25421
3008	10940	25418
3009	10943	25413
3010	10946	25407
3011	10951	25407
3012	10954	25403
3013	10957	25398
3014	10960	25392
3015	10964	25389
3016	10968	25386
3017	10971	25381
3018	10974	25376
3019	10977	25371
3020	10981	25369
3021	10985	25365
3022	10987	25359
3023	10990	25354
3024	10995	25352
3025	10998	25348
3026	11001	25343
3027	11004	25337
3028	11007	25333
3029	11011	25329
3030	11014	25324
3031	11017	25318
3032	11020	25313
3033	11024	25311
3034	11027	25306
3035	11030	25301
3036	11033	25295
3037	11035	25290
3038	11039	25286
3039	11042	25281
3040	11045	25275
3041	11048	25270
3042	11051	25265
3043	11054	25260
3044	11057	25255
3045	11060	25250
3046	11062	25244
3047	11066	25240
3048	11069	25235
3049	11072	25230
3050	11075	25225
3051	11078	25220
3052	11082	25217
3053	11085	25213
3054	11088	25208
3055	11091	25203
3056	11094	25198
3057	11098	25194
3058	11101	25188
3059	11103	25183
3060	11106	25178
3061	11110	25173
3062	11113	25169
3063	11116	25164
3064	11119	25158
3065	11122	25153
3066	11125	25149
3067	11128	25145
3068	11131	25140
3069	11134	25134
3070	11137	25129
3071	11141	25125
3072	11144	25120
3073	11147	25115
3074	11150	25110
3075	11153	25105
3076	11156	25101
3077	11159	25096
3078	11162	25091
3079	11165	25086
3080	11169	25082
3081	11172	25078
3082	11175	25072
3083	11178	25067
3084	11181	25062
3085	11184	25058
3086	11187	25053
3087	11190	25048
3088	11193	25043
3089	11196	25037
3090	11200	25034
3091	11203	25029
3092	11206	25024
3093	11209	25019
3094	11212	25014
3095	11215	25010
3096	11218	25005
3097	11221	24999
3098	11224	24994
3099	11227	24989
3100	11230	24985
3101	11233	24980
3102	11236	24975
3103	11239	24969
3104	11242	24965
3105	11245	24960
3106	11248	24955
3107	11252	24952
3108	11256	24948
3109	11259	24944
3110	11263	24941
3111	11266	24936
3112	11269	24931
3113	11272	24927
3114	11275	24922
3115	11278	24917
3116	11281	24912
3117	11284	24906
3118	11287	24902
3119	11290	24897
3120	11293	24892
3121	11296	24887
3122	11299	24882
3123	11302	24877
3124	11305	24872
3125	11308	24867
3126	11311	24862
3127	11314	24857
3128	11317	24853
3129	11320	24848
3130	11323	24842
3131	11326	24837
3132	11329	24832
3133	11332	24828
3134	11335	24822
3135	11338	24817
3136	11341	24812
3137	11344	24807
3138	11348	24803
3139	11351	24798
3140	11354	24794
3141	11357	24789
3142	11361	24786
3143	11364	24782
3144	11367	24778
3145	11371	24774
3146	11374	24770
3147	11378	24766
3148	11381	24762
3149	11385	24757
3150	11388	24754
3151	11394	24754
3152	11397	24751
3153	11400	24746
3154	11404	24743
3155	11408	24740
3156	11411	24735
3157	11414	24731
3158	11418	24727
3159	11427	24734
3160	11431	24731
3161	11437	24734
3162	11441	24731
3163	11445	24728
3164	11451	24730
3165	11455	24726
3166	11458	24723
3167	11462	24719
3168	11466	24716
3169	11469	24712
3170	11472	24707
3171	11475	24701
3172	11481	24703
3173	11484	24698
3174	11487	24694
3175	11490	24688
3176	11495	24688
3177	11499	24684
3178	11502	24679
3179	11505	24674
3180	11510	24673
3181	11513	24669
3182	11516	24665
3183	11519	24660
3184	11525	24661
3185	11528	24656
3186	11531	24651
3187	11534	24646
3188	11539	24646
3189	11543	24642
3190	11546	24637
3191	11549	24632
3192	11554	24632
3193	11557	24628
3194	11560	24623
3195	11563	24617
3196	11568	24617
3197	11571	24612
3198	11575	24608
3199	11577	24603
3200	11582	24601
3201	11586	24597
3202	11589	24593
3203	11592	24587
3204	11596	24585
3205	11600	24583
3206	11604	24579
3207	11607	24574
3208	11612	24574
3209	11616	24571
3210	11619	24566
3211	11622	24561
3212	11627	24561
3213	11630	24556
3214	11633	24551
3215	11636	24547
3216	11642	24547
3217	11644	24541
3218	11648	24537
3219	11650	24531
3220	11654	24528
3221	11659	24527
3222	11662	24522
3223	11665	24517
3224	11668	24513
3225	11673	24511
3226	11676	24506
3227	11679	24501
3228	11682	24497
3229	11688	24498
3230	11691	24493
3231	11694	24488
3232	11698	24486
3233	11702	24483
3234	11705	24478
3235	11709	24474
3236	11713	24473
3237	11717	24470
3238	11721	24466
