iter	RMSE
1669	50.93611785
1670	50.92369709
1671	50.91144368
1672	50.90402192
1673	50.89125342
1674	50.878393
1675	50.8621134
1676	50.86168968
1677	50.84605252
1678	50.83356919
1679	50.82754001
1680	50.8048292
1681	50.79664831
1682	50.79627041
1683	50.78807265
1684	50.774629
1685	50.76413905
1686	50.75231443
1687	50.75203126
1688	50.74313225
1689	50.73995266
1690	50.73091878
1691	50.72374903
1692	50.71225321
1693	50.70582608
1694	50.69208478
1695	50.6806053
1696	50.6754017
1697	50.66075366
1698	50.65199747
1699	50.64287096
1700	50.63438604
1701	50.62669857
1702	50.61331111
1703	50.59788538
1704	50.58762517
1705	50.57690794
1706	50.56390844
1707	50.55438717
1708	50.54377289
1709	50.53258209
1710	50.52548838
1711	50.5095468
1712	50.5012505
1713	50.49022713
1714	50.4768081
1715	50.46400682
1716	50.4551152
1717	50.44703115
1718	50.43965419
1719	50.4247618
1720	50.41805609
1721	50.40792388
1722	50.39738294
1723	50.3939127
1724	50.38249796
1725	50.37952508
1726	50.36764845
1727	50.36046803
1728	50.35277593
1729	50.34236579
1730	50.33386592
1731	50.33218425
1732	50.32098426
1733	50.31118973
1734	50.29685854
1735	50.28533166
1736	50.27444019
1737	50.26311723
1738	50.25061858
1739	50.24034443
1740	50.23037193
1741	50.21949776
1742	50.20416305
1743	50.19135213
1744	50.18071999
1745	50.17584945
1746	50.16769571
1747	50.16082036
1748	50.14901924
1749	50.13511007
1750	50.12519466
1751	50.12154717
1752	50.11960922
1753	50.10751672
1754	50.08951787
1755	50.07287982
1756	50.06224993
1757	50.04848704
1758	50.03723473
1759	50.02599444
1760	50.0225834
1761	50.00604425
1762	50.00427785
1763	49.99764411
1764	49.98972229
1765	49.97657979
1766	49.96403132
1767	49.95412166
1768	49.94570049
1769	49.9352888
1770	49.92894988
1771	49.91771838
1772	49.90297126
1773	49.88922853
1774	49.87996863
1775	49.86633532
1776	49.86595292
1777	49.84594451
1778	49.83234627
1779	49.81387832
1780	49.80597411
1781	49.79523449
1782	49.78661396
1783	49.76811057
1784	49.76160841
1785	49.75312984
1786	49.74007324
1787	49.72961785
1788	49.71271713
1789	49.7007734
1790	49.69173358
1791	49.68166766
1792	49.67398611
1793	49.66951091
1794	49.66126005
1795	49.6489315
1796	49.6387042
1797	49.62956706
1798	49.62060372
1799	49.61407648
1800	49.6050294
1801	49.59839329
1802	49.58589989
1803	49.5709131
1804	49.55581084
1805	49.54634601
1806	49.54017291
1807	49.52586063
1808	49.51034363
1809	49.49690512
1810	49.48281741
1811	49.47510537
1812	49.46092157
1813	49.45158932
1814	49.44849759
1815	49.43761749
1816	49.42278335
1817	49.41231852
1818	49.4017913
1819	49.39039475
1820	49.38635358
1821	49.3721882
1822	49.36314575
1823	49.34755742
1824	49.34143988
1825	49.32364933
1826	49.30911628
1827	49.298903
1828	49.29237562
1829	49.27396972
1830	49.26711315
1831	49.25913468
1832	49.25088053
1833	49.23804661
1834	49.22813205
1835	49.22131477
1836	49.20989726
1837	49.20657557
1838	49.19636629
1839	49.19335454
1840	49.18589946
1841	49.17706469
1842	49.16926037
1843	49.16091908
1844	49.14936819
1845	49.13898073
1846	49.1319145
1847	49.11486519
1848	49.10712222
1849	49.09135937
1850	49.09100016
1851	49.08099278
1852	49.06886764
1853	49.05544144
1854	49.04269061
1855	49.03500136
1856	49.03272635
1857	49.02033142
1858	49.01138898
1859	49.00966182
1860	49.00001263
1861	48.98232027
1862	48.97598111
1863	48.96330611
1864	48.95551021
1865	48.94199125
1866	48.92895205
1867	48.92001223
1868	48.91713281
1869	48.90625251
1870	48.89875281
1871	48.88619791
1872	48.87651002
1873	48.87011142
1874	48.86282506
1875	48.84703767
1876	48.83911612
1877	48.8283195
1878	48.8173013
1879	48.81203805
1880	48.81169314
1881	48.80266776
1882	48.79232926
1883	48.79040216
1884	48.77408887
1885	48.76150569
1886	48.7506264
1887	48.74343722
1888	48.73451122
1889	48.72192509
1890	48.71440564
1891	48.70457412
1892	48.70143871
1893	48.69766822
1894	48.68873195
1895	48.67995788
1896	48.67625911
1897	48.66674115
1898	48.65630989
1899	48.64109748
1900	48.62979735
1901	48.61657105
1902	48.60778225
1903	48.59696469
1904	48.59124225
1905	48.58224565
1906	48.5697229
1907	48.55267239
1908	48.54853322
1909	48.54112166
1910	48.53282151
1911	48.52312457
1912	48.51848562
1913	48.50570564
1914	48.48790545
1915	48.48099925
1916	48.47585964
1917	48.46745838
1918	48.4588528
1919	48.44783444
1920	48.43413376
1921	48.41961119
1922	48.40630031
1923	48.3971715
1924	48.39337936
1925	48.38279659
1926	48.37300708
1927	48.36576179
1928	48.35523944
1929	48.34946077
1930	48.34190266
1931	48.3350069
1932	48.33467813
1933	48.3207449
1934	48.30781957
1935	48.29248008
1936	48.28358282
1937	48.27342845
1938	48.26248088
1939	48.25222471
1940	48.24106897
1941	48.23387565
1942	48.22285244
1943	48.21830366
1944	48.20768567
1945	48.19594579
1946	48.18723722
1947	48.18613883
1948	48.17710803
1949	48.17274003
1950	48.1709343
1951	48.15985245
1952	48.15306451
1953	48.14794634
1954	48.13380851
1955	48.12008634
1956	48.11020827
1957	48.09664623
1958	48.08872917
1959	48.08378722
1960	48.07404528
1961	48.06029203
1962	48.05075664
1963	48.04633267
1964	48.03404983
1965	48.03373543
1966	48.02573629
1967	48.01272058
1968	48.00806542
1969	47.99889269
1970	47.98792331
1971	47.97742858
1972	47.96473114
1973	47.95402631
1974	47.94555305
1975	47.93985963
1976	47.93013131
1977	47.92598029
1978	47.919014
1979	47.90584882
1980	47.89776929
1981	47.88841209
1982	47.87892883
1983	47.86901166
1984	47.85959625
1985	47.85129668
1986	47.8453826
1987	47.83113942
1988	47.8221783
1989	47.8081169
1990	47.79687333
1991	47.78560693
1992	47.77778493
1993	47.76922069
1994	47.75620666
1995	47.74864824
1996	47.73495951
1997	47.72581436
1998	47.71815342
1999	47.70873074
2000	47.70048927
2001	47.68600874
2002	47.67792675
2003	47.66694706
2004	47.6555658
2005	47.65480138
2006	47.64839106
2007	47.63790449
2008	47.62928153
2009	47.62123669
2010	47.61263348
2011	47.60148313
2012	47.59030062
2013	47.58375206
2014	47.5772451
2015	47.56256552
2016	47.5460247
2017	47.53844456
2018	47.52673466
2019	47.51588436
2020	47.49829302
2021	47.48590678
2022	47.47915585
2023	47.46930045
2024	47.45890466
2025	47.44302963
2026	47.43780251
2027	47.43433052
2028	47.41933963
2029	47.41039982
2030	47.40287102
2031	47.39345406
2032	47.38641452
2033	47.37888422
2034	47.37221945
2035	47.36515042
2036	47.35521958
2037	47.35259024
2038	47.34539969
2039	47.32925166
2040	47.31960605
2041	47.31171309
2042	47.3063224
2043	47.29516182
2044	47.28678315
2045	47.27779452
2046	47.26714722
2047	47.25986445
2048	47.25235431
2049	47.23967764
2050	47.22745412
2051	47.21149874
2052	47.19628531
2053	47.19598573
2054	47.19381577
2055	47.18478976
2056	47.18172584
2057	47.1743782
2058	47.16915552
2059	47.15793321
2060	47.15746845
2061	47.14799087
2062	47.13761465
2063	47.13170296
2064	47.12037674
2065	47.10772205
2066	47.09437372
2067	47.08464779
2068	47.07985034
2069	47.06792263
2070	47.05928194
2071	47.04290608
2072	47.03312817
2073	47.02678319
2074	47.02662514
2075	47.01850291
2076	47.00649507
2077	46.99147854
2078	46.9852318
2079	46.97654842
2080	46.96590438
2081	46.96068103
2082	46.95692408
2083	46.95186075
2084	46.93988074
2085	46.93396159
2086	46.92497887
2087	46.91529359
2088	46.9115287
2089	46.90372487
2090	46.90028685
2091	46.89385631
2092	46.880997
2093	46.87612872
2094	46.86947558
2095	46.86196741
2096	46.85341539
2097	46.84681073
2098	46.84061074
2099	46.83083263
2100	46.81649411
2101	46.80719109
2102	46.8029585
2103	46.79340988
2104	46.78378631
2105	46.77767792
2106	46.7668955
2107	46.74936737
2108	46.73811416
2109	46.72913092
2110	46.72213723
2111	46.71246131
2112	46.7056534
2113	46.69869427
2114	46.68996814
2115	46.68235565
2116	46.67050455
2117	46.65491196
2118	46.64852078
2119	46.63917551
2120	46.62793819
2121	46.6266385
2122	46.61786542
2123	46.60555144
2124	46.60311422
2125	46.59294235
2126	46.58777488
2127	46.58228981
2128	46.57690851
2129	46.57182799
2130	46.5611285
2131	46.55362884
2132	46.55046241
2133	46.54504702
2134	46.53200234
2135	46.52311445
2136	46.51422059
2137	46.50214662
2138	46.495198
2139	46.48889874
2140	46.48182465
2141	46.47136847
2142	46.46551864
2143	46.46442948
2144	46.45812955
2145	46.4448157
2146	46.43738484
2147	46.42865158
2148	46.41722166
2149	46.41338548
2150	46.40305166
2151	46.39490718
2152	46.39425013
2153	46.38103027
2154	46.36952744
2155	46.36328461
2156	46.35183299
2157	46.34809989
2158	46.3369658
2159	46.33118593
2160	46.32293389
2161	46.31671742
2162	46.31273528
2163	46.30400565
2164	46.28958801
2165	46.27374692
2166	46.26767699
2167	46.26084868
2168	46.24858249
2169	46.24099214
2170	46.23164292
2171	46.21982241
2172	46.21336957
2173	46.20055139
2174	46.19360705
2175	46.17978583
2176	46.17343186
2177	46.16733533
2178	46.1587311
2179	46.14910032
2180	46.14106078
2181	46.12926712
2182	46.12892742
2183	46.12120524
2184	46.12077927
2185	46.1149073
2186	46.10397875
2187	46.09706637
2188	46.09047709
2189	46.0811639
2190	46.07267639
2191	46.06729992
2192	46.06039138
2193	46.04997381
2194	46.04278882
2195	46.03838953
2196	46.02799919
2197	46.01473327
2198	46.00571029
2199	45.99631734
2200	45.9916369
2201	45.98755043
2202	45.98271129
2203	45.97058777
2204	45.96477232
2205	45.95269646
2206	45.94002019
2207	45.93051383
2208	45.91924866
2209	45.90717092
2210	45.90085846
2211	45.89681529
2212	45.88649581
2213	45.88475244
2214	45.87534936
2215	45.87030973
2216	45.85715595
2217	45.84425215
2218	45.8378788
2219	45.82391368
2220	45.81256239
2221	45.80416839
2222	45.80044135
2223	45.79493414
2224	45.78638729
2225	45.77358765
2226	45.76866192
2227	45.75917483
2228	45.75829504
2229	45.74672025
2230	45.74307224
2231	45.73331785
2232	45.73083983
2233	45.72634263
2234	45.71831322
2235	45.70842753
2236	45.69801371
2237	45.69031257
2238	45.6789643
2239	45.6709198
2240	45.66040688
2241	45.64712663
2242	45.63576384
2243	45.62104892
2244	45.61999114
2245	45.61144634
2246	45.59993965
2247	45.59170645
2248	45.58160776
2249	45.57939188
2250	45.57430238
2251	45.56574798
2252	45.56012992
2253	45.55992251
2254	45.54963587
2255	45.5435773
2256	45.53554837
2257	45.52633456
2258	45.51738109
2259	45.51189408
2260	45.51163321
2261	45.50621896
2262	45.49853239
2263	45.49449827
2264	45.49428958
2265	45.48792655
2266	45.47547471
2267	45.46512449
2268	45.45284743
2269	45.44418707
2270	45.43811789
2271	45.42654126
2272	45.42162646
2273	45.41426362
2274	45.40477439
2275	45.39742629
2276	45.38803258
2277	45.37803158
2278	45.36575645
2279	45.35400249
2280	45.34445578
2281	45.33561104
2282	45.32724813
2283	45.32206889
2284	45.3142928
2285	45.30655381
2286	45.30069663
2287	45.29629695
2288	45.28302761
2289	45.27893365
2290	45.26692287
2291	45.2658411
2292	45.25556165
2293	45.24460199
2294	45.24069586
2295	45.23083762
2296	45.22991831
2297	45.21761798
2298	45.2009791
2299	45.19242457
2300	45.18546299
2301	45.1772205
2302	45.16762933
2303	45.15678167
2304	45.14614307
2305	45.14065748
2306	45.13310973
2307	45.12417084
2308	45.12083036
2309	45.11153321
2310	45.10026822
2311	45.08713841
2312	45.07888713
2313	45.07161297
2314	45.06005583
2315	45.05257146
2316	45.04630818
2317	45.0424972
2318	45.03167907
2319	45.02638542
2320	45.01395649
2321	45.00497949
2322	44.99641329
2323	44.99255201
2324	44.98204108
2325	44.97394009
2326	44.96507858
2327	44.95620736
2328	44.95264886
2329	44.94750726
2330	44.93539237
2331	44.92466347
2332	44.91794041
2333	44.91362431
2334	44.90688044
2335	44.89780815
2336	44.88769273
2337	44.87984723
2338	44.87172232
2339	44.86041251
2340	44.85299937
2341	44.84313548
2342	44.83539015
2343	44.82796242
2344	44.8201544
2345	44.81437618
2346	44.80764834
2347	44.79845577
2348	44.79551974
2349	44.78678389
2350	44.77673875
2351	44.77417203
2352	44.77397023
2353	44.76267744
2354	44.75175761
2355	44.75152856
2356	44.75128436
2357	44.75098593
2358	44.74775191
2359	44.74054915
2360	44.73156013
2361	44.71973747
2362	44.71433328
2363	44.70426393
2364	44.69577728
2365	44.6916827
2366	44.6807713
2367	44.66701334
2368	44.66518166
2369	44.65240671
2370	44.64657811
2371	44.63813538
2372	44.63385569
2373	44.62422736
2374	44.61269777
2375	44.61076148
2376	44.59776671
2377	44.58538806
2378	44.57750554
2379	44.56728246
2380	44.56455755
2381	44.55702278
2382	44.55571239
2383	44.55293135
2384	44.5440634
2385	44.53019884
2386	44.52300777
2387	44.52227931
2388	44.51538996
2389	44.51017293
2390	44.49987892
2391	44.49200687
2392	44.48415911
2393	44.47675767
2394	44.46737735
2395	44.45846573
2396	44.45020153
2397	44.44603776
2398	44.43628137
2399	44.42586757
2400	44.41543023
2401	44.41054636
2402	44.40792757
2403	44.39906481
2404	44.39007501
2405	44.38281858
2406	44.38230028
2407	44.37927786
2408	44.37913239
2409	44.37898879
2410	44.37427683
2411	44.36683093
2412	44.35939297
2413	44.35103665
2414	44.34218961
2415	44.33125704
2416	44.32181126
2417	44.31386783
2418	44.30551747
2419	44.3026673
2420	44.29201318
2421	44.28397537
2422	44.27492957
2423	44.26688908
2424	44.26042667
2425	44.25201779
2426	44.24483452
2427	44.2381335
2428	44.22895649
2429	44.22238508
2430	44.21438413
2431	44.20356867
2432	44.19678697
2433	44.18601291
2434	44.17471989
2435	44.16849053
2436	44.16286498
2437	44.15591427
2438	44.15485025
2439	44.14663371
2440	44.13810037
2441	44.13479613
2442	44.1272821
2443	44.12013994
2444	44.1110388
2445	44.10856631
2446	44.10244159
2447	44.08790941
2448	44.07808481
2449	44.07085774
2450	44.06137289
2451	44.05093641
2452	44.04296736
2453	44.04059581
2454	44.03226962
2455	44.02530554
2456	44.01748325
2457	44.00322626
2458	43.99457894
2459	43.99312109
2460	43.98855948
2461	43.98250509
2462	43.97442922
2463	43.96523185
2464	43.95583286
2465	43.94884626
2466	43.93780188
2467	43.93098095
2468	43.92325242
2469	43.91765599
2470	43.90972372
2471	43.90239609
2472	43.89191272
2473	43.88185807
2474	43.87587012
2475	43.86733427
2476	43.85783614
2477	43.85178269
2478	43.84112939
2479	43.83738925
2480	43.82941881
2481	43.8249311
2482	43.81807046
2483	43.80837743
2484	43.80321423
2485	43.79624025
2486	43.79283559
2487	43.78757033
2488	43.77964124
2489	43.76786037
2490	43.75921745
2491	43.75578177
2492	43.74644438
2493	43.73918003
2494	43.73021796
2495	43.72167582
2496	43.71618324
2497	43.71114643
2498	43.7093214
2499	43.70340141
2500	43.69175149
2501	43.68565758
2502	43.67818051
2503	43.6724209
2504	43.66647052
2505	43.66293445
2506	43.65547946
2507	43.65002363
2508	43.64263669
2509	43.63352215
2510	43.62409413
2511	43.61617929
2512	43.60523108
2513	43.59530337
2514	43.58990594
2515	43.57996071
2516	43.57121977
2517	43.55933411
2518	43.55342406
2519	43.54915267
2520	43.54212165
2521	43.5337757
2522	43.52736442
2523	43.51984424
2524	43.5139747
2525	43.50978205
2526	43.5032382
2527	43.49684463
2528	43.49323001
2529	43.48047963
2530	43.47394863
2531	43.46947406
2532	43.46397741
2533	43.46048807
2534	43.4545715
2535	43.45281841
2536	43.4477038
2537	43.44104904
2538	43.43031354
2539	43.42583605
2540	43.41474302
2541	43.40574727
2542	43.39422493
2543	43.38952743
2544	43.38454779
2545	43.37788502
2546	43.37282743
2547	43.36773209
2548	43.36134475
2549	43.35589401
2550	43.35133185
2551	43.34672557
2552	43.33900402
2553	43.32987396
2554	43.32370011
2555	43.32083925
2556	43.31867566
2557	43.31001155
2558	43.30388099
2559	43.29866168
2560	43.2867669
2561	43.28283815
2562	43.27318753
2563	43.26437303
2564	43.26275286
2565	43.25494267
2566	43.24843576
2567	43.24334816
2568	43.23885742
2569	43.23413895
2570	43.22837588
2571	43.2231985
2572	43.21256212
2573	43.20198325
2574	43.19617284
2575	43.18863173
2576	43.17960002
2577	43.17673466
2578	43.16577656
2579	43.1614719
2580	43.15096772
2581	43.14982424
2582	43.1392421
2583	43.12713049
2584	43.12304345
2585	43.12140639
2586	43.11248901
2587	43.10497262
2588	43.10030233
2589	43.09605075
2590	43.0892327
2591	43.08203689
2592	43.07493592
2593	43.06637882
2594	43.0584064
2595	43.05213813
2596	43.05081925
2597	43.04446644
2598	43.03743428
2599	43.02890738
2600	43.01988787
2601	43.0138465
2602	43.00822498
2603	43.0033181
2604	42.99905373
2605	42.99423563
2606	42.99129795
2607	42.983105
2608	42.97526854
2609	42.96703508
2610	42.96039101
2611	42.95433748
2612	42.94515379
2613	42.93751719
2614	42.93174964
2615	42.92721874
2616	42.91868627
2617	42.90527078
2618	42.89727163
2619	42.8917949
2620	42.8852444
2621	42.87637986
2622	42.86841312
2623	42.85946611
2624	42.85844534
2625	42.84919422
2626	42.8421897
2627	42.83403223
2628	42.82617843
2629	42.81644282
2630	42.81274058
2631	42.80272111
2632	42.7932453
2633	42.78801837
2634	42.7792785
2635	42.77766409
2636	42.76807873
2637	42.75900474
2638	42.75136009
2639	42.74393744
2640	42.73886477
2641	42.73318061
2642	42.7269567
2643	42.71983507
2644	42.7118438
2645	42.70300727
2646	42.69611905
2647	42.687162
2648	42.67868922
2649	42.6731998
2650	42.66138153
2651	42.65555552
2652	42.6468506
2653	42.63446027
2654	42.62697957
2655	42.61768014
2656	42.61317787
2657	42.60919501
2658	42.60447834
2659	42.59848032
2660	42.59090685
2661	42.58793348
2662	42.58438424
2663	42.57687141
2664	42.57293929
2665	42.56470693
2666	42.56416494
2667	42.5579076
2668	42.55741685
2669	42.55108803
2670	42.53917356
2671	42.5342786
2672	42.52439539
2673	42.51948287
2674	42.51182798
2675	42.50194894
2676	42.49682789
2677	42.48726911
2678	42.4824393
2679	42.47582846
2680	42.46839983
2681	42.4637711
2682	42.45900596
2683	42.44978739
2684	42.44048117
2685	42.4320829
2686	42.42175729
2687	42.4157041
2688	42.40467736
2689	42.3972923
2690	42.39268427
2691	42.38274824
2692	42.377402
2693	42.37134503
2694	42.3664134
2695	42.35803936
2696	42.35588659
2697	42.34938555
2698	42.34098792
2699	42.33642745
2700	42.33087343
2701	42.32485873
2702	42.3158315
2703	42.309187
2704	42.30596597
2705	42.29689868
2706	42.28946584
2707	42.2846928
2708	42.27726053
2709	42.26824695
2710	42.26155447
2711	42.25524516
2712	42.25016382
2713	42.24304359
2714	42.23810991
2715	42.2368225
2716	42.23041579
2717	42.22334861
2718	42.21610827
2719	42.21210684
2720	42.20809846
2721	42.20376084
2722	42.19948052
2723	42.19339243
2724	42.18716641
2725	42.17783836
2726	42.17253739
2727	42.16707695
2728	42.15926257
2729	42.15408601
2730	42.15083231
2731	42.14119555
2732	42.13781015
2733	42.13632284
2734	42.13081352
2735	42.12327456
2736	42.11765066
2737	42.10775418
2738	42.10180617
2739	42.09829949
2740	42.09377696
2741	42.08960588
2742	42.08478376
2743	42.08079285
2744	42.07468266
2745	42.06991825
2746	42.06562717
2747	42.06091092
2748	42.04477399
2749	42.04057582
2750	42.03627933
2751	42.03194284
2752	42.02386311
2753	42.0222647
2754	42.01756527
2755	42.01097963
2756	42.00456068
2757	41.99585284
2758	41.98814644
2759	41.98428788
2760	41.97596691
2761	41.96925251
2762	41.96551124
2763	41.95776577
2764	41.94727925
2765	41.93984134
2766	41.93418212
2767	41.9274898
2768	41.92215007
2769	41.91645231
2770	41.90962399
2771	41.90000676
2772	41.89352861
2773	41.88645308
2774	41.88124956
2775	41.87234573
2776	41.86504558
2777	41.86066301
2778	41.84893339
2779	41.84161204
2780	41.83220512
2781	41.82257208
2782	41.81529292
2783	41.809137
2784	41.80318888
2785	41.79353649
2786	41.78450259
2787	41.77783579
2788	41.76646876
2789	41.75861587
2790	41.74973901
2791	41.73803821
2792	41.73240629
2793	41.72573539
2794	41.71703897
2795	41.70921986
2796	41.70221808
2797	41.69556975
2798	41.69140925
2799	41.68129773
2800	41.67752934
2801	41.67307448
2802	41.66991739
2803	41.66447766
2804	41.66132375
2805	41.65789324
2806	41.65452158
2807	41.64443061
2808	41.63780257
2809	41.63170941
2810	41.62578575
2811	41.62175023
2812	41.61300824
2813	41.60615272
2814	41.59836514
2815	41.59352948
2816	41.58781605
2817	41.58188449
2818	41.57712696
2819	41.57575082
2820	41.57400174
2821	41.56588658
2822	41.55928217
2823	41.55283444
2824	41.54843697
2825	41.54119855
2826	41.53848908
2827	41.53054255
2828	41.52941764
2829	41.52557269
2830	41.518328
2831	41.51098969
2832	41.50600632
2833	41.49660845
2834	41.49051487
2835	41.48435453
2836	41.47709796
2837	41.4724839
2838	41.46937655
2839	41.46274687
2840	41.45734314
2841	41.45106293
2842	41.44545077
2843	41.44008035
2844	41.4306459
2845	41.42948888
2846	41.4257793
2847	41.41687514
2848	41.41158382
2849	41.40082632
2850	41.39380968
2851	41.38598056
2852	41.38226407
2853	41.3761103
2854	41.37187474
2855	41.3607076
2856	41.35066491
2857	41.344238
2858	41.3357872
2859	41.32977207
2860	41.32469806
2861	41.32092189
2862	41.31278836
2863	41.30469206
2864	41.30327719
2865	41.29454156
2866	41.28980117
2867	41.28049665
2868	41.27381077
2869	41.26852202
2870	41.26546815
2871	41.25702508
2872	41.2487098
2873	41.243698
2874	41.24349667
2875	41.23972196
2876	41.23952417
2877	41.23393663
2878	41.23155144
2879	41.22715792
2880	41.2181001
2881	41.21399228
2882	41.20918222
2883	41.20379232
2884	41.20049086
2885	41.19593469
2886	41.19231869
2887	41.18613523
2888	41.18054122
2889	41.17918314
2890	41.17106503
2891	41.16210936
2892	41.15819004
2893	41.15169954
2894	41.14637164
2895	41.13703645
2896	41.13362827
2897	41.12950639
2898	41.12693936
2899	41.12176912
2900	41.11603978
2901	41.10989937
2902	41.10970867
2903	41.10405303
2904	41.0966087
2905	41.09383959
2906	41.08958963
2907	41.08825665
2908	41.08005173
2909	41.0761584
2910	41.07131813
2911	41.06593287
2912	41.05785053
2913	41.05104873
2914	41.04344754
2915	41.0394927
2916	41.03316495
2917	41.02687596
2918	41.02194852
2919	41.01183495
2920	41.00631375
2921	41.0026476
2922	40.99765249
2923	40.99338716
2924	40.98732451
2925	40.98149099
2926	40.97221767
2927	40.96762857
2928	40.95967347
2929	40.95393379
2930	40.94828373
2931	40.94356952
2932	40.94330188
2933	40.93925788
2934	40.93507122
2935	40.92513547
2936	40.92335157
2937	40.9135736
2938	40.90646403
2939	40.89838127
2940	40.89009536
2941	40.88625569
2942	40.88310734
2943	40.8754259
2944	40.86556151
2945	40.86194872
2946	40.85558352
2947	40.84622253
2948	40.83914492
2949	40.83503024
2950	40.82568084
2951	40.82285862
2952	40.81469228
2953	40.80929865
2954	40.8057654
2955	40.80509428
2956	40.79999414
2957	40.79634338
2958	40.79292968
2959	40.78544506
2960	40.7814015
2961	40.77598808
2962	40.77290243
2963	40.76920409
2964	40.75978356
2965	40.75012775
2966	40.74500316
2967	40.7384353
2968	40.73404032
2969	40.72759945
2970	40.72143164
2971	40.71294275
2972	40.71209165
2973	40.70506065
2974	40.70080512
2975	40.69754843
2976	40.69197612
2977	40.68453031
2978	40.6817562
2979	40.67485999
2980	40.66728621
2981	40.66247083
2982	40.65353007
2983	40.64686522
2984	40.63879773
2985	40.63214093
2986	40.6275651
2987	40.62182252
2988	40.61443991
2989	40.60754652
2990	40.60032077
2991	40.59497822
2992	40.5915616
2993	40.58530681
2994	40.57658279
2995	40.57258887
2996	40.568306
2997	40.55966423
2998	40.5512816
2999	40.5453794
3000	40.54230189
3001	40.53500071
3002	40.52779722
3003	40.52406444
3004	40.51685605
3005	40.50870494
3006	40.50745421
3007	40.50060923
3008	40.49274836
3009	40.48825778
3010	40.48481729
3011	40.47531162
3012	40.47192828
3013	40.4663156
3014	40.45533629
3015	40.45372834
3016	40.44802385
3017	40.44139189
3018	40.43323224
3019	40.42678574
3020	40.42364509
3021	40.41561886
3022	40.40797114
3023	40.40418046
3024	40.39751336
3025	40.39179697
3026	40.38517355
3027	40.37942666
3028	40.37384998
3029	40.36515584
3030	40.35893286
3031	40.3585085
3032	40.35050261
3033	40.34591452
3034	40.33720274
3035	40.32961712
3036	40.32634532
3037	40.32514995
3038	40.3139797
3039	40.30416918
3040	40.29922746
3041	40.2933759
3042	40.28678673
3043	40.27951549
3044	40.27168898
3045	40.26542708
3046	40.25944244
3047	40.25400627
3048	40.24992096
3049	40.24508735
3050	40.23778842
3051	40.23399728
3052	40.22724211
3053	40.22295791
3054	40.21956153
3055	40.21506286
3056	40.20746832
3057	40.20196616
3058	40.1912523
3059	40.19006454
3060	40.184936
3061	40.1807658
3062	40.17697718
3063	40.17251198
3064	40.16924508
3065	40.15861108
3066	40.14991263
3067	40.14544174
3068	40.1368887
3069	40.13217607
3070	40.1260639
3071	40.11510372
3072	40.1088491
3073	40.09877694
3074	40.09628343
3075	40.09042126
3076	40.08211459
3077	40.07378622
3078	40.06713216
3079	40.0597747
3080	40.05155223
3081	40.04792699
3082	40.04340209
3083	40.0374609
3084	40.03171166
3085	40.0248914
3086	40.01959223
3087	40.01793144
3088	40.01243544
3089	40.00715498
3090	39.99866303
3091	39.9953283
3092	39.99101347
3093	39.98448364
3094	39.98014889
3095	39.97340796
3096	39.97065403
3097	39.96685856
3098	39.96379878
3099	39.95983445
3100	39.95638886
3101	39.94976261
3102	39.94527558
3103	39.94483982
3104	39.94078282
3105	39.93622635
3106	39.93340472
3107	39.92997585
3108	39.92325935
3109	39.92107958
3110	39.91513346
3111	39.9072185
3112	39.90250961
3113	39.90136468
3114	39.89477609
3115	39.88972269
3116	39.88545896
3117	39.87932332
3118	39.87289048
3119	39.86943607
3120	39.86174835
3121	39.85493099
3122	39.85319077
3123	39.84428233
3124	39.84163011
3125	39.83836363
3126	39.83307064
3127	39.83078178
3128	39.82296192
3129	39.82144132
3130	39.81747142
3131	39.81400917
3132	39.80799734
3133	39.80141024
3134	39.80023016
3135	39.79525438
3136	39.79077233
3137	39.78489908
3138	39.78063774
3139	39.77417576
3140	39.77071207
3141	39.76579044
3142	39.76176093
3143	39.76164936
3144	39.7526944
3145	39.74575301
3146	39.74056616
3147	39.73666594
3148	39.73064599
3149	39.72502883
3150	39.71914787
3151	39.71288959
3152	39.709787
3153	39.70269093
3154	39.69772509
3155	39.69021453
3156	39.68458968
3157	39.67895797
3158	39.67641331
3159	39.6707681
3160	39.66443587
3161	39.65711938
3162	39.65063337
3163	39.64846658
3164	39.64391241
3165	39.64281747
3166	39.63743579
3167	39.63106052
3168	39.62592133
3169	39.62073937
3170	39.61654924
3171	39.61263521
3172	39.60572284
3173	39.60096918
3174	39.59466435
3175	39.58766484
3176	39.58101326
3177	39.57421981
3178	39.565445
3179	39.56388253
3180	39.55693009
3181	39.5506625
3182	39.54405211
3183	39.54087106
3184	39.53514005
3185	39.53168738
3186	39.52806493
3187	39.52158723
3188	39.51846113
3189	39.51061161
3190	39.50604842
3191	39.50052387
3192	39.49754667
3193	39.49356599
3194	39.48635646
3195	39.48231029
3196	39.47791115
3197	39.47437744
3198	39.47045381
3199	39.46582975
3200	39.46057273
3201	39.45310322
3202	39.44660564
3203	39.44243215
3204	39.43557427
3205	39.43240612
3206	39.42899067
3207	39.42119747
3208	39.41542043
3209	39.40972501
3210	39.40492753
3211	39.40076479
3212	39.39743586
3213	39.39627345
3214	39.39102151
3215	39.38778534
3216	39.38382223
3217	39.38365717
3218	39.38059257
3219	39.38048303
3220	39.37145118
3221	39.36865486
3222	39.36359141
3223	39.36215797
3224	39.35584251
