iter	RMSE
174	100.2824237
175	100.1360462
176	99.99829971
177	99.8659342
178	99.69601293
179	99.51541923
180	99.34870024
181	99.18595222
182	99.02054454
183	98.87719504
184	98.72445885
185	98.57647526
186	98.43080105
187	98.30753788
188	98.17801153
189	98.01668161
190	97.8745816
191	97.70962238
192	97.53696777
193	97.42241545
194	97.29625355
195	97.17175344
196	97.04426373
197	96.93495014
198	96.81310161
199	96.6923784
200	96.53120414
201	96.41923532
202	96.31318503
203	96.19879348
204	96.09669175
205	95.99924838
206	95.89584138
207	95.77905276
208	95.69106729
209	95.62936544
210	95.48907867
211	95.34861943
212	95.24974089
213	95.1684103
214	95.00866415
215	94.93393467
216	94.82053739
217	94.71303306
218	94.57210877
219	94.49405515
220	94.43313667
221	94.23931452
222	94.12425361
223	94.04247718
224	93.92358639
225	93.79232292
226	93.67983935
227	93.58078523
228	93.50066541
229	93.38897174
230	93.29589732
231	93.17541764
232	93.09611515
233	93.02471209
234	92.91197356
235	92.83106879
236	92.69521123
237	92.60980348
238	92.53082917
239	92.45927769
240	92.39792324
241	92.30456952
242	92.22180219
243	92.14584194
244	92.05976813
245	91.96199073
246	91.87735097
247	91.76469594
248	91.68747483
249	91.62521382
250	91.45480952
251	91.40721087
252	91.30981246
253	91.2379439
254	91.19004363
255	91.08336834
256	91.01252842
257	90.96715402
258	90.88815891
259	90.82004959
260	90.7634419
261	90.62578914
262	90.55388353
263	90.48816329
264	90.44361137
265	90.34107194
266	90.24133949
267	90.17622076
268	90.08572125
269	90.01836311
270	89.94501565
271	89.87619295
272	89.82094909
273	89.73043124
274	89.65606467
275	89.61138902
276	89.50225063
277	89.4552798
278	89.403924
279	89.36542147
280	89.25476978
281	89.18767046
282	89.14114457
283	89.06009216
284	88.99624709
285	88.93545597
286	88.86891166
287	88.76564051
288	88.67206849
289	88.58201016
290	88.5002657
291	88.45348562
292	88.38704846
293	88.29191781
294	88.2055359
295	88.1153319
296	88.05961622
297	87.98348399
298	87.90933072
299	87.77853135
300	87.69631209
301	87.62456699
302	87.55403992
303	87.4912297
304	87.40000459
305	87.36076205
306	87.29053351
307	87.1905499
308	87.12498946
309	87.06678944
310	86.9974165
311	86.93861902
312	86.83511222
313	86.77231641
314	86.70704359
315	86.62825882
316	86.59008754
317	86.53972044
318	86.50115108
319	86.46421827
320	86.39339705
321	86.312909
322	86.2608634
323	86.20976696
324	86.16575547
325	86.12076816
326	86.06033636
327	85.9964747
328	85.92703967
329	85.87344514
330	85.81239754
331	85.71389859
332	85.67441229
333	85.63003661
334	85.59185299
335	85.55110676
336	85.50541085
337	85.47188398
338	85.42580188
339	85.37416784
340	85.32169799
341	85.26814774
342	85.21725556
343	85.14725488
344	85.08353982
345	85.02616995
346	84.95810926
347	84.89013295
348	84.82737892
349	84.78198161
350	84.71426463
351	84.67537622
352	84.64759315
353	84.58103059
354	84.50349964
355	84.41986836
356	84.33991869
357	84.28878178
358	84.22897787
359	84.13288878
360	84.05550559
361	83.95730387
362	83.92019662
363	83.86480332
364	83.83105976
365	83.79968066
366	83.72782768
367	83.66338063
368	83.54604751
369	83.50351482
370	83.43583591
371	83.37828479
372	83.35906696
373	83.27060374
374	83.22386227
375	83.19787578
376	83.15958645
377	83.06219606
378	83.02457014
379	82.96973542
380	82.94200832
381	82.90433152
382	82.84729082
383	82.79967038
384	82.72803073
385	82.65663206
386	82.59182461
387	82.50814321
388	82.41062323
389	82.30896679
390	82.26882589
391	82.2223175
392	82.16977753
393	82.09679093
394	82.03717862
395	81.9833331
396	81.93537054
397	81.86988903
398	81.79716949
399	81.74035395
400	81.66596165
401	81.61923851
402	81.5478466
403	81.49998971
404	81.40801968
405	81.35134534
406	81.31096375
407	81.26462825
408	81.18905314
409	81.08361674
410	81.04514754
411	80.99251313
412	80.9331449
413	80.86849051
414	80.81199282
415	80.72972701
416	80.66769171
417	80.59521654
418	80.54598293
419	80.47409017
420	80.41944515
421	80.33487168
422	80.29258103
423	80.2387296
424	80.16419229
425	80.10839875
426	80.03028396
427	79.9289819
428	79.88522303
429	79.84387643
430	79.82166784
431	79.78093789
432	79.73372652
433	79.68713424
434	79.63296165
435	79.54782026
436	79.51170152
437	79.45632316
438	79.39892891
439	79.35691687
440	79.31901783
441	79.25415329
442	79.18285795
443	79.11752203
444	79.06585403
445	79.02229125
446	78.97783314
447	78.92858355
448	78.87885672
449	78.83832475
450	78.78138553
451	78.73411102
452	78.65859619
453	78.62924318
454	78.58827135
455	78.4830312
456	78.43897989
457	78.40286245
458	78.35348478
459	78.29957173
460	78.24733134
461	78.19027867
462	78.15557006
463	78.10160415
464	78.05321253
465	78.02230931
466	77.93302401
467	77.90742768
468	77.84883484
469	77.79292569
470	77.75534831
471	77.72763646
472	77.68222189
473	77.63213504
474	77.60209126
475	77.55536305
476	77.52584369
477	77.51037434
478	77.47158893
479	77.40719764
480	77.34946572
481	77.31007515
482	77.24734968
483	77.17965206
484	77.10234319
485	77.03785736
486	77.01074635
487	76.95687805
488	76.90432683
489	76.85325638
490	76.77411411
491	76.7574457
492	76.70500075
493	76.67021262
494	76.61630313
495	76.56027961
496	76.51479646
497	76.43373619
498	76.4026914
499	76.3491068
500	76.29553652
501	76.23422902
502	76.19357229
503	76.13678709
504	76.07609631
505	76.05597016
506	76.0048337
507	75.97297308
508	75.92722139
509	75.88648411
510	75.84080144
511	75.79507075
512	75.77667645
513	75.74852665
514	75.70085837
515	75.66724824
516	75.61597472
517	75.57560607
518	75.53287666
519	75.48319697
520	75.44509578
521	75.39502688
522	75.3055916
523	75.2600077
524	75.21485117
525	75.1770865
526	75.13335358
527	75.08000828
528	75.01974334
529	74.97230919
530	74.95374438
531	74.91529056
532	74.87593792
533	74.82697288
534	74.77637414
535	74.7145183
536	74.64124314
537	74.60483366
538	74.55772793
539	74.53485651
540	74.48848517
541	74.45193828
542	74.40821495
543	74.34944992
544	74.30079102
545	74.2651845
546	74.23133181
547	74.17507726
548	74.10169491
549	74.06526865
550	74.02199059
551	73.93843211
552	73.90055817
553	73.867091
554	73.82094289
555	73.80324168
556	73.76037619
557	73.69849012
558	73.6397123
559	73.60228347
560	73.52869174
561	73.44860071
562	73.41304411
563	73.35438703
564	73.31401974
565	73.27362863
566	73.24223581
567	73.21683643
568	73.17543229
569	73.1277297
570	73.09080597
571	73.06206764
572	73.03343236
573	73.00115363
574	72.95628055
575	72.91742613
576	72.8815217
577	72.83547726
578	72.79628754
579	72.74621661
580	72.67725829
581	72.6444263
582	72.60372539
583	72.5239254
584	72.47307377
585	72.44746972
586	72.40826862
587	72.38562112
588	72.34111718
589	72.28993591
590	72.2514877
591	72.2246121
592	72.15130376
593	72.11046911
594	72.0515654
595	72.01848674
596	71.96694014
597	71.92481408
598	71.85280332
599	71.80782255
600	71.76726372
601	71.7233374
602	71.67269927
603	71.65272246
604	71.61925639
605	71.56515163
606	71.55108124
607	71.5138708
608	71.47710726
609	71.44441583
610	71.41161755
611	71.35513752
612	71.32288838
613	71.28618101
614	71.241761
615	71.18870192
616	71.15513094
617	71.11229144
618	71.09727552
619	71.08264163
620	71.0475839
621	71.02040223
622	70.99090503
623	70.95022546
624	70.88739225
625	70.85835257
626	70.81373842
627	70.75365613
628	70.71161612
629	70.67737342
630	70.64574845
631	70.60890646
632	70.56310274
633	70.52540433
634	70.49629133
635	70.46726803
636	70.40627668
637	70.37311698
638	70.34408759
639	70.30028854
640	70.24273964
641	70.18815738
642	70.13870371
643	70.10890274
644	70.07048368
645	70.03406057
646	70.00427984
647	69.96065148
648	69.90841968
649	69.88191532
650	69.84760285
651	69.81937029
652	69.77969524
653	69.71887413
654	69.6855171
655	69.64756773
656	69.63289971
657	69.59784048
658	69.57367549
659	69.5463943
660	69.50956525
661	69.44480278
662	69.41079044
663	69.39585104
664	69.36901714
665	69.3322163
666	69.27080882
667	69.22904194
668	69.19381382
669	69.15596249
670	69.12172132
671	69.09692313
672	69.0622079
673	69.02987401
674	68.9827887
675	68.94037017
676	68.90249
677	68.86984755
678	68.8327979
679	68.77745463
680	68.72016033
681	68.69560296
682	68.671542
683	68.63603465
684	68.60325558
685	68.58188249
686	68.55117872
687	68.48501649
688	68.45116663
689	68.39465331
690	68.37230774
691	68.33866391
692	68.2867635
693	68.2539411
694	68.218999
695	68.16383282
696	68.13440715
697	68.106523
698	68.09176783
699	68.06194045
700	68.02651675
701	67.98439506
702	67.95401603
703	67.90813992
704	67.8739752
705	67.84129307
706	67.81340279
707	67.78573185
708	67.75869165
709	67.72053237
710	67.69565649
711	67.66432859
712	67.63894654
713	67.60926697
714	67.55805618
715	67.534273
716	67.50813059
717	67.48526444
718	67.45884736
719	67.42311826
720	67.3998098
721	67.35886653
722	67.31069466
723	67.27681283
724	67.24865255
725	67.21876921
726	67.1880625
727	67.15606181
728	67.13184962
729	67.11409669
730	67.09126694
731	67.05550325
732	67.01593841
733	66.97031632
734	66.94990362
735	66.89534658
736	66.87562449
737	66.82768629
738	66.79787485
739	66.77689389
740	66.74948708
741	66.72749173
742	66.69881633
743	66.66207746
744	66.64026845
745	66.61641302
746	66.58626193
747	66.5586808
748	66.53916707
749	66.51901866
750	66.49273822
751	66.45590801
752	66.438212
753	66.40899323
754	66.37414266
755	66.34264089
756	66.31757356
757	66.29146603
758	66.26324858
759	66.24227968
760	66.21615623
761	66.19157093
762	66.15614301
763	66.12052021
764	66.07975672
765	66.04765822
766	66.00183938
767	65.97786094
768	65.9484276
769	65.92998882
770	65.88536608
771	65.86396332
772	65.83363921
773	65.80349207
774	65.78638787
775	65.75244343
776	65.71658656
777	65.67594371
778	65.64405361
779	65.6007268
780	65.57284766
781	65.55537847
782	65.50524487
783	65.48025268
784	65.4535004
785	65.42411171
786	65.39999747
787	65.38178257
788	65.36064452
789	65.31628021
790	65.28251754
791	65.2622024
792	65.23573461
793	65.19570545
794	65.16862818
795	65.13571022
796	65.10593489
797	65.09137758
798	65.07011285
799	65.05884955
800	65.02414432
801	64.99647268
802	64.97041754
803	64.95936653
804	64.92931619
805	64.90738582
806	64.88733325
807	64.858757
808	64.83326881
809	64.81306785
810	64.79070413
811	64.77116668
812	64.74566407
813	64.72425646
814	64.69249185
815	64.67545437
816	64.65389886
817	64.62641882
818	64.60552066
819	64.5781572
820	64.55066273
821	64.5180574
822	64.47681994
823	64.44157648
824	64.41924807
825	64.37877997
826	64.33634582
827	64.31669211
828	64.30235921
829	64.27184549
830	64.26641603
831	64.23728702
832	64.21035587
833	64.20259424
834	64.17286069
835	64.1683912
836	64.14466482
837	64.10593652
838	64.07766563
839	64.04660899
840	64.02392882
841	64.00847888
842	63.97713403
843	63.9560392
844	63.92631051
845	63.89840048
846	63.87370495
847	63.8461725
848	63.82398798
849	63.7996229
850	63.77992096
851	63.74559568
852	63.71683395
853	63.67858584
854	63.65154155
855	63.63922432
856	63.61498111
857	63.59149761
858	63.54774649
859	63.5314012
860	63.4888684
861	63.45655144
862	63.43352599
863	63.41396602
864	63.39178965
865	63.36484622
866	63.34458258
867	63.32576713
868	63.30583749
869	63.25979771
870	63.23556914
871	63.21738248
872	63.19612666
873	63.17902067
874	63.16225497
875	63.14609212
876	63.11017928
877	63.06864957
878	63.04355314
879	63.02334136
880	62.99399267
881	62.94614593
882	62.92036371
883	62.91752461
884	62.90029395
885	62.87500931
886	62.85425525
887	62.81425954
888	62.7922096
889	62.7609771
890	62.73244971
891	62.72420665
892	62.71007929
893	62.68673071
894	62.65778791
895	62.64831524
896	62.6100469
897	62.583983
898	62.57610847
899	62.54048422
900	62.52474597
901	62.48786294
902	62.47995144
903	62.46366716
904	62.43948239
905	62.40913064
906	62.37979168
907	62.35086271
908	62.33549411
909	62.31779502
910	62.29316519
911	62.26934665
912	62.25476938
913	62.23563659
914	62.21327781
915	62.18956026
916	62.14570732
917	62.12277562
918	62.09765341
919	62.09428269
920	62.07566873
921	62.07278419
922	62.06162159
923	62.03541489
924	62.00962374
925	61.99999973
926	61.97849115
927	61.97574859
928	61.96876674
929	61.94377337
930	61.91326038
931	61.88663273
932	61.8667701
933	61.85037962
934	61.837225
935	61.80812216
936	61.78020267
937	61.76391143
938	61.75719504
939	61.7421792
940	61.73565735
941	61.71284747
942	61.69043758
943	61.67472589
944	61.65982716
945	61.63739973
946	61.60477438
947	61.58524594
948	61.56196539
949	61.54057126
950	61.50993374
951	61.48174734
952	61.44263749
953	61.41162807
954	61.39174728
955	61.36829396
956	61.32676992
957	61.29864486
958	61.28085706
959	61.26499766
960	61.26073646
961	61.25317146
962	61.23778653
963	61.21054106
964	61.1719953
965	61.15241266
966	61.13536134
967	61.11166805
968	61.07778701
969	61.07186088
970	61.04557589
971	61.0252053
972	61.00655385
973	60.97745035
974	60.93933084
975	60.91858991
976	60.89224565
977	60.87120818
978	60.84509644
979	60.82296482
980	60.79033381
981	60.76133781
982	60.74633045
983	60.71927612
984	60.69228821
985	60.65238018
986	60.62686416
987	60.59564161
988	60.57272237
989	60.54189433
990	60.50765937
991	60.48442591
992	60.46742709
993	60.44907684
994	60.42923351
995	60.41522503
996	60.3982268
997	60.38029485
998	60.37447127
999	60.35369128
1000	60.33278235
1001	60.31672035
1002	60.30445808
1003	60.27757613
1004	60.24136335
1005	60.22292067
1006	60.2133241
1007	60.20019874
1008	60.16469956
1009	60.14842484
1010	60.14290811
1011	60.12267157
1012	60.10416844
1013	60.07890371
1014	60.05304023
1015	60.04768475
1016	60.0280094
1017	60.01638629
1018	59.99575457
1019	59.9737145
1020	59.95358261
1021	59.93896422
1022	59.93380716
1023	59.90375504
1024	59.87781467
1025	59.8540192
1026	59.83868785
1027	59.81777491
1028	59.80346579
1029	59.80015913
1030	59.76563961
1031	59.7485146
1032	59.72416112
1033	59.70121809
1034	59.68050086
1035	59.67641248
1036	59.64797736
1037	59.62947772
1038	59.60258385
1039	59.58808413
1040	59.56624019
1041	59.53887365
1042	59.53657351
1043	59.52361522
1044	59.52086412
1045	59.50010066
1046	59.47631088
1047	59.46978265
1048	59.45832127
1049	59.44412644
1050	59.4226984
1051	59.40548591
1052	59.39413534
1053	59.36818335
1054	59.33605122
1055	59.31301053
1056	59.2915377
1057	59.26061944
1058	59.23254323
1059	59.21375782
1060	59.18974849
1061	59.17362409
1062	59.1673124
1063	59.15362984
1064	59.12369909
1065	59.09693016
1066	59.07733666
1067	59.06458667
1068	59.03947486
1069	59.01658628
1070	59.01240099
1071	58.99622748
1072	58.9718901
1073	58.9482086
1074	58.93501635
1075	58.90817471
1076	58.88838766
1077	58.85576959
1078	58.83795921
1079	58.82192941
1080	58.79246969
1081	58.77910642
1082	58.75257815
1083	58.72945054
1084	58.71491085
1085	58.69323164
1086	58.68533617
1087	58.6708117
1088	58.6576552
1089	58.63447534
1090	58.62357928
1091	58.61071855
1092	58.59802018
1093	58.57375826
1094	58.55049914
1095	58.540832
1096	58.5260851
1097	58.5182281
1098	58.50122148
1099	58.4790906
1100	58.44864327
1101	58.43723322
1102	58.42129871
1103	58.39873668
1104	58.38795266
1105	58.365617
1106	58.34368186
1107	58.33123328
1108	58.31722234
1109	58.29907002
1110	58.27292775
1111	58.25066852
1112	58.23318199
1113	58.2118174
1114	58.191298
1115	58.1701744
1116	58.15582029
1117	58.13301285
1118	58.11380913
1119	58.09552061
1120	58.09173688
1121	58.08583483
1122	58.07215323
1123	58.04320329
1124	58.02691859
1125	58.01429601
1126	57.98967023
1127	57.96736256
1128	57.94816537
1129	57.92935873
1130	57.92334846
1131	57.91144169
1132	57.8883627
1133	57.86715564
1134	57.85050529
1135	57.84067972
1136	57.83488765
1137	57.81281689
1138	57.79450267
1139	57.78157252
1140	57.75977363
1141	57.7513194
1142	57.73259796
1143	57.7196247
1144	57.7071556
1145	57.69585506
1146	57.68257377
1147	57.65949605
1148	57.63677203
1149	57.62155967
1150	57.61779109
1151	57.59205188
1152	57.56836037
1153	57.55095905
1154	57.5355624
1155	57.52668054
1156	57.50750394
1157	57.48933388
1158	57.48406618
1159	57.47232215
1160	57.45899731
1161	57.44253809
1162	57.43058643
1163	57.40593535
1164	57.39000877
1165	57.37837054
1166	57.36603515
1167	57.36135892
1168	57.33926065
1169	57.32328588
1170	57.29831797
1171	57.27699768
1172	57.26042317
1173	57.2522999
1174	57.24071646
1175	57.22016113
1176	57.2116827
1177	57.19133256
1178	57.18218022
1179	57.17878654
1180	57.16856999
1181	57.14755749
1182	57.13631014
1183	57.12504322
1184	57.10415444
1185	57.09826532
1186	57.08989239
1187	57.06613545
1188	57.04667838
1189	57.03219604
1190	57.01133822
1191	57.00626877
1192	56.98821188
1193	56.97205273
1194	56.95485359
1195	56.93169045
1196	56.90497863
1197	56.8915595
1198	56.87713761
1199	56.86254212
1200	56.84381081
1201	56.81923761
1202	56.79357795
1203	56.78943239
1204	56.77644071
1205	56.76613418
1206	56.74720026
1207	56.73050479
1208	56.7130977
1209	56.69008131
1210	56.66528894
1211	56.6429624
1212	56.6392475
1213	56.63612044
1214	56.61183049
1215	56.59312145
1216	56.58569606
1217	56.56103142
1218	56.5507992
1219	56.53549211
1220	56.51790281
1221	56.49585011
1222	56.49181638
1223	56.47473616
1224	56.46196718
1225	56.4413682
1226	56.42266945
1227	56.40647176
1228	56.38872572
1229	56.37634254
1230	56.36241865
1231	56.35570755
1232	56.33926261
1233	56.33117502
1234	56.31682137
1235	56.30017371
1236	56.28178872
1237	56.27861513
1238	56.26430622
1239	56.24130405
1240	56.23775721
1241	56.21938019
1242	56.20555478
1243	56.19562495
1244	56.17561606
1245	56.16269847
1246	56.1575689
1247	56.1334569
1248	56.11055836
1249	56.08830385
1250	56.0709013
1251	56.05845979
1252	56.05464453
1253	56.02861315
1254	56.01129324
1255	55.99128593
1256	55.96956603
1257	55.95444121
1258	55.93845417
1259	55.91501935
1260	55.89959386
1261	55.884406
1262	55.86109544
1263	55.85347807
1264	55.84407361
1265	55.83062472
1266	55.81716236
1267	55.80767594
1268	55.7923272
1269	55.77761495
1270	55.76129881
1271	55.74867527
1272	55.73536372
1273	55.71321315
1274	55.69231796
1275	55.67590575
1276	55.66162185
1277	55.65005309
1278	55.63891807
1279	55.61945318
1280	55.60503887
1281	55.58443107
1282	55.57508222
1283	55.55585094
1284	55.53622457
1285	55.53141828
1286	55.50973913
1287	55.49965836
1288	55.48042216
1289	55.47691809
1290	55.47313994
1291	55.45949665
1292	55.43855776
1293	55.43352142
1294	55.41861661
1295	55.40546529
1296	55.39085453
1297	55.38734739
1298	55.37516296
1299	55.35223344
1300	55.34127977
1301	55.33065873
1302	55.31619835
1303	55.31275997
1304	55.2997587
1305	55.27296416
1306	55.26318955
1307	55.25822666
1308	55.25017674
1309	55.24720113
1310	55.23299762
1311	55.22207086
1312	55.21939693
1313	55.20616203
1314	55.18367828
1315	55.16306223
1316	55.15500993
1317	55.13270941
1318	55.12034623
1319	55.10200932
1320	55.09489189
1321	55.07432199
1322	55.06335243
1323	55.04900269
1324	55.03891107
1325	55.02301786
1326	55.01419317
1327	55.00282305
1328	54.98309012
1329	54.97385932
1330	54.96386927
1331	54.94224736
1332	54.93902672
1333	54.92557747
1334	54.9095238
1335	54.8940574
1336	54.89087554
1337	54.87710717
1338	54.8723217
1339	54.86177488
1340	54.86116482
1341	54.85690366
1342	54.83428822
1343	54.81779049
1344	54.80258111
1345	54.80198991
1346	54.78655322
1347	54.77587804
1348	54.76632229
1349	54.74652017
1350	54.72486886
1351	54.71139632
1352	54.69151388
1353	54.68774668
1354	54.6764957
1355	54.66031536
1356	54.64226306
1357	54.62639632
1358	54.61350795
1359	54.60544152
1360	54.59302228
1361	54.58321691
1362	54.57868642
1363	54.56358924
1364	54.54520486
1365	54.53846367
1366	54.51787889
1367	54.50561706
1368	54.4960939
1369	54.47742135
1370	54.46482386
1371	54.44787246
1372	54.44301437
1373	54.42911961
1374	54.41759338
1375	54.40005972
1376	54.37965022
1377	54.35844626
1378	54.34930896
1379	54.34552097
1380	54.32526843
1381	54.30103598
1382	54.28518104
1383	54.27623404
1384	54.26496357
1385	54.25979508
1386	54.23913043
1387	54.22924955
1388	54.21122996
1389	54.20834773
1390	54.20414976
1391	54.19450628
1392	54.19300825
1393	54.17324618
1394	54.15494263
1395	54.15194163
1396	54.1366009
1397	54.13603009
1398	54.11703348
1399	54.11428026
1400	54.10654055
1401	54.09504309
1402	54.08476349
1403	54.06716054
1404	54.05603428
1405	54.0444901
1406	54.03282455
1407	54.02412471
1408	54.00552487
1409	53.99165017
1410	53.98202624
1411	53.96831573
1412	53.94981798
1413	53.9383754
1414	53.92083118
1415	53.90628583
1416	53.8915666
1417	53.88332485
1418	53.87146476
1419	53.85301546
1420	53.83482175
1421	53.82981444
1422	53.81351616
1423	53.8020653
1424	53.79902383
1425	53.78626228
1426	53.76877496
1427	53.76025149
1428	53.74448929
1429	53.72846905
1430	53.71785784
1431	53.69234245
1432	53.68002498
1433	53.66623208
1434	53.65272213
1435	53.63477447
1436	53.62160357
1437	53.60512717
1438	53.5969351
1439	53.58086127
1440	53.57252408
1441	53.56131359
1442	53.54544552
1443	53.54102174
1444	53.52760545
1445	53.52623106
1446	53.51423995
1447	53.49951766
1448	53.48410175
1449	53.46473629
1450	53.46201276
1451	53.45035208
1452	53.43779678
1453	53.42951629
1454	53.42704447
1455	53.41015503
1456	53.39375496
1457	53.37552929
1458	53.37308523
1459	53.35999467
1460	53.34994543
1461	53.3302986
1462	53.32479172
1463	53.3086556
1464	53.29344878
1465	53.28764947
1466	53.28494564
1467	53.27456377
1468	53.25794281
1469	53.23722133
1470	53.2327097
1471	53.22140656
1472	53.2099868
1473	53.20638973
1474	53.20198984
1475	53.19647649
1476	53.18372308
1477	53.17342405
1478	53.1534283
1479	53.15139236
1480	53.13253264
1481	53.1188667
1482	53.10672964
1483	53.10137179
1484	53.08729553
1485	53.07214059
1486	53.06232633
1487	53.04601219
1488	53.03124673
1489	53.0218737
1490	53.00922688
1491	52.99873214
1492	52.98958085
1493	52.9736191
1494	52.96582059
1495	52.95363193
1496	52.94229101
1497	52.93182585
1498	52.92481915
1499	52.9082048
1500	52.89633371
1501	52.88246743
1502	52.86794858
1503	52.85256069
1504	52.8367977
1505	52.82550628
1506	52.80210976
1507	52.78109174
1508	52.77813403
1509	52.76551171
1510	52.76501841
1511	52.75307973
1512	52.75091406
1513	52.73309281
1514	52.7226101
1515	52.72014095
1516	52.70191154
1517	52.69678819
1518	52.68308522
1519	52.67185418
1520	52.65239806
1521	52.63841694
1522	52.61737945
1523	52.60949168
1524	52.59661893
1525	52.59452714
1526	52.58049477
1527	52.56847689
1528	52.55391161
1529	52.54526996
1530	52.53370238
1531	52.5202105
1532	52.5026326
1533	52.49474194
1534	52.48590694
1535	52.47329152
1536	52.45783586
1537	52.44767673
1538	52.43494995
1539	52.41784102
1540	52.40007492
1541	52.37836678
1542	52.36834984
1543	52.34900202
1544	52.33613136
1545	52.31918694
1546	52.31340438
1547	52.30266664
1548	52.28599107
1549	52.27317617
1550	52.26415931
1551	52.26249547
1552	52.25699483
1553	52.24241303
1554	52.24194807
1555	52.2384617
1556	52.22407609
1557	52.21490191
1558	52.19643522
1559	52.1808664
1560	52.16535789
1561	52.15257832
1562	52.15030477
1563	52.1443577
1564	52.13552038
1565	52.12531411
1566	52.11462452
1567	52.10442933
1568	52.08763949
1569	52.08024818
1570	52.0716637
1571	52.06212795
1572	52.04539565
1573	52.03324079
1574	52.02229505
1575	52.00696229
1576	51.99776073
1577	51.98513447
1578	51.97603076
1579	51.96198178
1580	51.9597985
1581	51.95189391
1582	51.93855817
1583	51.92472718
1584	51.91847421
1585	51.91059886
1586	51.89991462
1587	51.8862812
1588	51.87153149
1589	51.85516975
1590	51.84519879
1591	51.83146471
1592	51.81591358
1593	51.80838437
1594	51.80288891
1595	51.79023977
1596	51.78072236
1597	51.77200965
1598	51.76234173
1599	51.75107208
1600	51.74220829
1601	51.72675149
1602	51.71703502
1603	51.69640955
1604	51.69302378
1605	51.68069908
1606	51.67075773
1607	51.65474862
1608	51.64677908
1609	51.63320539
1610	51.62314128
1611	51.60712965
1612	51.58638279
1613	51.57624724
1614	51.55705451
1615	51.54940367
1616	51.54128544
1617	51.52707397
1618	51.51593925
1619	51.50768874
1620	51.48892776
1621	51.47799298
1622	51.46035642
1623	51.45034044
1624	51.43604934
1625	51.42562408
1626	51.41008225
1627	51.40029236
1628	51.38824125
1629	51.37380402
1630	51.36791783
1631	51.35421153
1632	51.3441432
1633	51.33028824
1634	51.32108751
1635	51.29878749
1636	51.28055935
1637	51.27062345
1638	51.25563998
1639	51.249002
1640	51.24060078
1641	51.22998664
1642	51.21611061
1643	51.20609809
1644	51.1947248
1645	51.18632466
1646	51.17757966
1647	51.1671878
1648	51.15541919
1649	51.14194011
1650	51.12987207
1651	51.12174515
1652	51.10619002
1653	51.09367703
1654	51.07856034
1655	51.07097974
1656	51.05708934
1657	51.05153398
1658	51.04608024
1659	51.0380267
1660	51.02292269
1661	51.01341417
1662	51.00427327
1663	50.98891619
1664	50.97770213
1665	50.96264491
1666	50.95288195
1667	50.9507699
1668	50.94694221
